# neig  =       100
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.93320511E+00  4.17883660E+00  -2.03489840E+00  1.95000230E-01
  2.93402253E+00  1.29163028E+00  -1.13472191E+00  -6.35331581E-02
  2.93432949E+00  2.00162449E+00  1.40443228E+00  -1.70863855E-01
  2.93589297E+00  4.56626677E+00  -2.03746471E+00  -6.44208285E-01
  2.93653417E+00  3.62465169E+01  1.76534512E+00  -5.75587296E+00
  2.93756578E+00  4.35949196E+01  -3.15306970E+00  -5.80112671E+00
  2.93983884E+00  2.65729177E+00  1.49985416E+00  -6.38536824E-01
  2.94116907E+00  3.74037912E+01  -1.27148063E+00  -5.98223438E+00
  2.95873134E+00  6.90911701E-01  -3.09497671E-01  7.71442086E-01
  2.95932128E+00  7.02349373E+00  -2.43171764E+00  1.05368072E+00
  2.95978874E+00  9.65897829E+00  2.13958097E+00  2.25414541E+00
  2.96172801E+00  4.77180426E+01  -2.66321547E+00  6.37379996E+00
  2.96294750E+00  9.73018409E+01  8.90899737E+00  -4.23457280E+00
  2.96396139E+00  9.74597879E-01  -4.64213206E-01  -8.71265734E-01
  2.96463276E+00  1.73357889E+00  4.11505761E-01  1.25069656E+00
  2.96500504E+00  3.84952364E-01  -4.44067683E-01  -4.33308501E-01
  2.96685664E+00  4.50627442E+00  8.75567483E-02  -2.12099228E+00
  2.96781334E+00  1.11179215E+01  -2.38987707E+00  -2.32516862E+00
  2.96875706E+00  8.30962404E+00  1.63183772E+00  2.37628485E+00
  2.96957792E+00  4.46364629E+00  2.20046066E-01  -2.10124392E+00
  2.97051312E+00  6.92191658E-02  2.57224201E-01  -5.52709369E-02
  2.97458164E+00  5.65715500E+00  -1.65169001E+00  1.71145410E+00
  2.97580561E+00  7.91802623E-01  4.73312428E-01  7.53510430E-01
  2.98103209E+00  4.33165921E+00  3.48381242E-01  2.05189905E+00
  2.98384459E+00  2.00498289E-01  -2.52921864E-01  -3.69498065E-01
  2.98494242E+00  8.21074112E-01  5.55792802E-01  7.15659467E-01
  2.98918893E+00  6.85216165E-02  2.57303962E-01  4.81278243E-02
  3.00603458E+00  7.78302275E-01  8.82210079E-01  2.76606997E-03
  3.01007187E+00  2.02414992E+01  -3.35688427E+00  -2.99546778E+00
  3.01147522E+00  7.83248246E+01  -3.02047365E+00  8.31874772E+00
  3.01229036E+00  4.76918325E+01  3.95284929E+00  5.66275683E+00
  3.01302516E+00  1.21513061E+01  1.15966956E-01  -3.48394285E+00
  3.01392210E+00  1.44031722E+01  3.74928581E+00  -5.88241493E-01
  3.01510627E+00  4.53566191E+00  1.27285964E+00  1.70748067E+00
  3.02586506E+00  6.51278438E+01  6.03840404E+00  -5.35401910E+00
  3.02747834E+00  4.71326722E-01  4.21765750E-01  5.41701370E-01
  3.20011237E+00  2.74108988E+00  8.42219184E-02  1.65348013E+00
  3.20101872E+00  6.19399087E+01  -2.56483740E+00  7.44053209E+00
  3.20151868E+00  2.65914112E+00  -1.63036644E+00  -3.23479839E-02
  3.20173521E+00  3.41769053E+00  -1.84831888E+00  3.75214102E-02
  3.20216873E+00  1.25358040E+01  -9.86765079E-01  -3.40030862E+00
  3.20325381E+00  2.03848149E+00  -5.03452574E-01  -1.33604528E+00
  3.20376548E+00  2.62292613E+01  -4.79174039E+00  1.80789527E+00
  3.20437261E+00  4.62905878E+02  -1.46036874E+01  -1.57999428E+01
  3.21757140E+00  2.87050677E+02  1.32780117E+01  -1.05235490E+01
  3.21804454E+00  1.28652695E+01  1.90795237E+00  -3.03726641E+00
  3.21898210E+00  3.45759230E+00  1.54235339E+00  -1.03862328E+00
  3.22091640E+00  3.36759843E-01  -4.86366106E-01  -3.16556241E-01
  3.27026881E+00  3.02092404E-02  -1.38791102E-01  -1.04624425E-01
  3.27065704E+00  6.83875007E-02  -2.51916762E-01  7.01815197E-02
  3.27150513E+00  2.68057128E-02  -4.27071558E-02  -1.58056356E-01
  3.27248683E+00  2.86149729E-02  -8.89225610E-02  -1.43901880E-01
  3.27295154E+00  6.21327333E-02  -1.82820186E-01  1.69438817E-01
  3.27370841E+00  1.38829155E-01  3.30433095E-01  -1.72171789E-01
  3.27419194E+00  3.60755736E-02  2.83328409E-02  -1.87810606E-01
  3.27472388E+00  1.01173227E+00  -4.34201095E-01  9.07304621E-01
  3.29316432E+00  8.61547074E-05  -9.78315794E-04  9.23025490E-03
  3.29500560E+00  6.56272867E-03  4.89343331E-02  6.45612865E-02
  3.29513658E+00  3.44740318E-03  5.72075028E-02  -1.32175946E-02
  3.29622548E+00  3.44803096E-05  5.17375638E-03  -2.77714862E-03
