# neig  =       100
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  3.31844594E+00  1.76641035E-02  1.94211681E-02  -1.31479739E-01
  3.31865034E+00  7.74002917E-01  4.94210842E-01  -7.27845149E-01
  3.31892889E+00  7.93025200E-02  2.76966540E-01  5.09122341E-02
  3.31910279E+00  4.17466260E+00  1.45939498E-01  2.03798044E+00
  3.32050310E+00  1.86152817E-01  -3.98707722E-02  4.29608122E-01
  3.32087216E+00  6.98677924E-01  -6.49121994E-01  5.26610445E-01
  3.32099639E+00  7.22591626E-02  -1.96932469E-01  -1.82966569E-01
  3.32137409E+00  1.14453451E-01  2.78446611E-01  1.92148214E-01
  3.37025824E+00  8.56604993E-02  -2.16164653E-01  -1.97315337E-01
  3.37036513E+00  1.34109440E-04  5.39850079E-04  1.15679731E-02
  3.37114710E+00  1.46164918E-03  2.11791891E-02  -3.18290926E-02
  3.37126681E+00  7.71643711E-04  2.45784005E-02  -1.29439538E-02
  3.37199102E+00  2.38200989E-03  4.46539866E-02  1.96985120E-02
  3.37206547E+00  5.25444693E-04  1.53528551E-02  -1.70215902E-02
  3.37252336E+00  1.46771791E-02  4.72379742E-02  -1.11560535E-01
  3.37346690E+00  1.04936008E-04  -7.80959840E-03  -6.62919159E-03
  3.39021278E+00  6.28755465E-03  -2.98022473E-02  -7.34804784E-02
  3.39154136E+00  2.43714241E-03  3.90679592E-02  3.01800757E-02
  3.39204960E+00  1.70541293E-03  -3.85121290E-02  -1.49073421E-02
  3.39232671E+00  1.62369549E-04  7.74829896E-03  1.01159978E-02
  3.39404039E+00  1.69753116E-04  8.20308303E-03  -1.01223784E-02
  3.39405170E+00  6.77227992E-05  -3.71964175E-03  7.34078092E-03
  3.39438427E+00  3.15214096E-02  -1.54091243E-01  -8.81889922E-02
  3.39606842E+00  1.25719440E-05  3.54564618E-03  1.83631146E-05
  3.39642225E+00  3.66581671E-06  1.90768287E-03  -1.62980936E-04
  3.39762464E+00  9.86212916E-04  2.67111501E-02  1.65144597E-02
  3.39780023E+00  2.45461090E-04  -1.23278089E-02  9.66882717E-03
  3.39810868E+00  1.17510117E-03  1.93433199E-02  2.83008329E-02
  3.41715699E+00  5.43151980E-04  -2.26734382E-02  -5.39139889E-03
  3.41720004E+00  2.69849159E-03  -3.94316939E-02  3.38176449E-02
  3.41747912E+00  6.72313492E-01  -6.19241220E-01  -5.37451211E-01
  3.41754288E+00  6.27095903E-02  -1.69568842E-01  -1.84271534E-01
  3.41778383E+00  5.01293338E-02  2.19980752E-01  -4.16869585E-02
  3.41832041E+00  4.51477924E-03  -3.03243010E-02  -5.99601201E-02
  3.41857281E+00  5.14098109E-02  1.49579548E-01  1.70398855E-01
  3.41860445E+00  5.64579765E-01  6.46569882E-01  3.82788653E-01
  3.41871704E+00  4.11569815E-02  1.64078142E-01  1.19311964E-01
  3.41913032E+00  2.91941393E-05  4.38917119E-03  -3.15108165E-03
  3.41963119E+00  6.78431740E-03  1.56677103E-02  -8.08630957E-02
  3.41969455E+00  1.96112081E-02  7.94589154E-02  -1.15314738E-01
