# bgw_ik  gw_ki  kx       ky       kz       band  BGW_Cor'     GW_sigC       diff
      1      0   0.00000  0.00000  0.00000     1     3.412106          nan        +nan
      1      0   0.00000  0.00000  0.00000     2     3.412106          nan        +nan
      1      0   0.00000  0.00000  0.00000     3     1.068735          nan        +nan
      1      0   0.00000  0.00000  0.00000     4     1.068735          nan        +nan
      1      0   0.00000  0.00000  0.00000     5     1.056237          nan        +nan
      1      0   0.00000  0.00000  0.00000     6     1.056237          nan        +nan
      1      0   0.00000  0.00000  0.00000     7     1.056237          nan        +nan
      1      0   0.00000  0.00000  0.00000     8     1.056237          nan        +nan
      1      0   0.00000  0.00000  0.00000     9    -4.924418          nan        +nan
      1      0   0.00000  0.00000  0.00000    10    -4.924418          nan        +nan
      1      0   0.00000  0.00000  0.00000    11    -4.957377          nan        +nan
      1      0   0.00000  0.00000  0.00000    12    -4.957377          nan        +nan
      1      0   0.00000  0.00000  0.00000    13    -4.957377          nan        +nan
      1      0   0.00000  0.00000  0.00000    14    -4.957377          nan        +nan
      1      0   0.00000  0.00000  0.00000    15    -5.660902          nan        +nan
      1      0   0.00000  0.00000  0.00000    16    -5.660902          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     1     2.826727          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     2     2.826727          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     3     1.747500          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     4     1.747500          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     5     1.096369          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     6     1.096369          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     7     1.077709          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     8     1.077709          nan        +nan
      2      1  -0.00000 -0.00000  0.50000     9    -5.079275          nan        +nan
      2      1  -0.00000 -0.00000  0.50000    10    -5.079275          nan        +nan
      2      1  -0.00000 -0.00000  0.50000    11    -4.988172          nan        +nan
      2      1  -0.00000 -0.00000  0.50000    12    -4.988172          nan        +nan
      2      1  -0.00000 -0.00000  0.50000    13    -4.978005          nan        +nan
      2      1  -0.00000 -0.00000  0.50000    14    -4.978005          nan        +nan
      2      1  -0.00000 -0.00000  0.50000    15    -5.602865          nan        +nan
      2      1  -0.00000 -0.00000  0.50000    16    -5.602865          nan        +nan
      3      2   0.00000  0.50000 -0.00000     1     2.826727          nan        +nan
      3      2   0.00000  0.50000 -0.00000     2     2.826727          nan        +nan
      3      2   0.00000  0.50000 -0.00000     3     1.747500          nan        +nan
      3      2   0.00000  0.50000 -0.00000     4     1.747500          nan        +nan
      3      2   0.00000  0.50000 -0.00000     5     1.096368          nan        +nan
      3      2   0.00000  0.50000 -0.00000     6     1.096368          nan        +nan
      3      2   0.00000  0.50000 -0.00000     7     1.077710          nan        +nan
      3      2   0.00000  0.50000 -0.00000     8     1.077710          nan        +nan
      3      2   0.00000  0.50000 -0.00000     9    -5.079274          nan        +nan
      3      2   0.00000  0.50000 -0.00000    10    -5.079274          nan        +nan
      3      2   0.00000  0.50000 -0.00000    11    -4.988235          nan        +nan
      3      2   0.00000  0.50000 -0.00000    12    -4.988235          nan        +nan
      3      2   0.00000  0.50000 -0.00000    13    -4.977942          nan        +nan
      3      2   0.00000  0.50000 -0.00000    14    -4.977942          nan        +nan
      3      2   0.00000  0.50000 -0.00000    15    -5.602865          nan        +nan
      3      2   0.00000  0.50000 -0.00000    16    -5.602865          nan        +nan
      4      3   0.00000  0.50000  0.50000     1     2.258939          nan        +nan
      4      3   0.00000  0.50000  0.50000     2     2.258939          nan        +nan
      4      3   0.00000  0.50000  0.50000     3     2.258939          nan        +nan
      4      3   0.00000  0.50000  0.50000     4     2.258939          nan        +nan
      4      3   0.00000  0.50000  0.50000     5     1.167855          nan        +nan
      4      3   0.00000  0.50000  0.50000     6     1.167855          nan        +nan
      4      3   0.00000  0.50000  0.50000     7     1.167855          nan        +nan
      4      3   0.00000  0.50000  0.50000     8     1.167855          nan        +nan
      4      3   0.00000  0.50000  0.50000     9    -4.938793          nan        +nan
      4      3   0.00000  0.50000  0.50000    10    -4.938793          nan        +nan
      4      3   0.00000  0.50000  0.50000    11    -4.938793          nan        +nan
      4      3   0.00000  0.50000  0.50000    12    -4.938793          nan        +nan
      4      3   0.00000  0.50000  0.50000    13    -5.857562          nan        +nan
      4      3   0.00000  0.50000  0.50000    14    -5.857562          nan        +nan
      4      3   0.00000  0.50000  0.50000    15    -5.857562          nan        +nan
      4      3   0.00000  0.50000  0.50000    16    -5.857562          nan        +nan
      5      4   0.50000  0.00000  0.00000     1     2.825105          nan        +nan
      5      4   0.50000  0.00000  0.00000     2     2.825105          nan        +nan
      5      4   0.50000  0.00000  0.00000     3     1.747404          nan        +nan
      5      4   0.50000  0.00000  0.00000     4     1.747404          nan        +nan
      5      4   0.50000  0.00000  0.00000     5     1.095010          nan        +nan
      5      4   0.50000  0.00000  0.00000     6     1.095010          nan        +nan
      5      4   0.50000  0.00000  0.00000     7     1.076251          nan        +nan
      5      4   0.50000  0.00000  0.00000     8     1.076251          nan        +nan
      5      4   0.50000  0.00000  0.00000     9    -5.077184          nan        +nan
      5      4   0.50000  0.00000  0.00000    10    -5.077184          nan        +nan
      5      4   0.50000  0.00000  0.00000    11    -4.986388          nan        +nan
      5      4   0.50000  0.00000  0.00000    12    -4.986388          nan        +nan
      5      4   0.50000  0.00000  0.00000    13    -4.976215          nan        +nan
      5      4   0.50000  0.00000  0.00000    14    -4.976215          nan        +nan
      5      4   0.50000  0.00000  0.00000    15    -5.602009          nan        +nan
      5      4   0.50000  0.00000  0.00000    16    -5.602009          nan        +nan
      6      5   0.50000  0.00000  0.50000     1     2.258891          nan        +nan
      6      5   0.50000  0.00000  0.50000     2     2.258891          nan        +nan
      6      5   0.50000  0.00000  0.50000     3     2.258891          nan        +nan
      6      5   0.50000  0.00000  0.50000     4     2.258891          nan        +nan
      6      5   0.50000  0.00000  0.50000     5     1.167968          nan        +nan
      6      5   0.50000  0.00000  0.50000     6     1.167968          nan        +nan
      6      5   0.50000  0.00000  0.50000     7     1.167968          nan        +nan
      6      5   0.50000  0.00000  0.50000     8     1.167968          nan        +nan
      6      5   0.50000  0.00000  0.50000     9    -4.938897          nan        +nan
      6      5   0.50000  0.00000  0.50000    10    -4.938897          nan        +nan
      6      5   0.50000  0.00000  0.50000    11    -4.938897          nan        +nan
      6      5   0.50000  0.00000  0.50000    12    -4.938897          nan        +nan
      6      5   0.50000  0.00000  0.50000    13    -5.857500          nan        +nan
      6      5   0.50000  0.00000  0.50000    14    -5.857500          nan        +nan
      6      5   0.50000  0.00000  0.50000    15    -5.857500          nan        +nan
      6      5   0.50000  0.00000  0.50000    16    -5.857500          nan        +nan
      7      6   0.50000  0.50000  0.00000     1     2.258921          nan        +nan
      7      6   0.50000  0.50000  0.00000     2     2.258921          nan        +nan
      7      6   0.50000  0.50000  0.00000     3     2.258921          nan        +nan
      7      6   0.50000  0.50000  0.00000     4     2.258921          nan        +nan
      7      6   0.50000  0.50000  0.00000     5     1.167898          nan        +nan
      7      6   0.50000  0.50000  0.00000     6     1.167898          nan        +nan
      7      6   0.50000  0.50000  0.00000     7     1.167898          nan        +nan
      7      6   0.50000  0.50000  0.00000     8     1.167898          nan        +nan
      7      6   0.50000  0.50000  0.00000     9    -4.938832          nan        +nan
      7      6   0.50000  0.50000  0.00000    10    -4.938832          nan        +nan
      7      6   0.50000  0.50000  0.00000    11    -4.938832          nan        +nan
      7      6   0.50000  0.50000  0.00000    12    -4.938832          nan        +nan
      7      6   0.50000  0.50000  0.00000    13    -5.857538          nan        +nan
      7      6   0.50000  0.50000  0.00000    14    -5.857538          nan        +nan
      7      6   0.50000  0.50000  0.00000    15    -5.857538          nan        +nan
      7      6   0.50000  0.50000  0.00000    16    -5.857538          nan        +nan
      8      7   0.50000  0.50000  0.50000     1     2.826727          nan        +nan
      8      7   0.50000  0.50000  0.50000     2     2.826727          nan        +nan
      8      7   0.50000  0.50000  0.50000     3     1.747500          nan        +nan
      8      7   0.50000  0.50000  0.50000     4     1.747500          nan        +nan
      8      7   0.50000  0.50000  0.50000     5     1.096367          nan        +nan
      8      7   0.50000  0.50000  0.50000     6     1.096367          nan        +nan
      8      7   0.50000  0.50000  0.50000     7     1.077711          nan        +nan
      8      7   0.50000  0.50000  0.50000     8     1.077711          nan        +nan
      8      7   0.50000  0.50000  0.50000     9    -5.079274          nan        +nan
      8      7   0.50000  0.50000  0.50000    10    -5.079274          nan        +nan
      8      7   0.50000  0.50000  0.50000    11    -4.988299          nan        +nan
      8      7   0.50000  0.50000  0.50000    12    -4.988299          nan        +nan
      8      7   0.50000  0.50000  0.50000    13    -4.977878          nan        +nan
      8      7   0.50000  0.50000  0.50000    14    -4.977878          nan        +nan
      8      7   0.50000  0.50000  0.50000    15    -5.602865          nan        +nan
      8      7   0.50000  0.50000  0.50000    16    -5.602865          nan        +nan
