# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 75

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.18          0.00 B        0          0.00 B
    2.43          0.00 B        0          0.00 B
    2.68          0.00 B        4       22.52 KiB
    2.93          0.00 B        4       22.52 KiB
    3.18          0.00 B        4        7.54 KiB
    3.43          0.00 B        5       28.13 MiB
    3.68          0.00 B        7        1.35 GiB
    3.93          0.00 B        9        1.35 GiB
    4.18          0.00 B       12        1.35 GiB
    4.43          0.00 B       17        1.35 GiB
    4.68          0.00 B       17        1.35 GiB
    4.93          0.00 B       17        1.35 GiB
    5.18          0.00 B       17        1.35 GiB
    5.43          0.00 B       17        1.35 GiB
    5.68          0.00 B       15       28.14 MiB
    5.93          0.00 B       15       28.14 MiB
    6.18          0.00 B       15       28.14 MiB
    6.43          0.00 B       15       28.14 MiB
    6.69          0.00 B       15       28.14 MiB
    6.94          0.00 B       15       28.14 MiB
    7.19          0.00 B       18       28.16 MiB
    7.44          0.00 B       20       56.29 MiB
    7.69          0.00 B       22      126.60 MiB
    7.94          0.00 B       20       56.29 MiB
    8.19          0.00 B       30        1.39 GiB
    8.44          0.00 B       31        2.71 GiB
    8.69          0.00 B       31        1.40 GiB
    8.94          0.00 B       31        1.40 GiB
    9.19          0.00 B       32        1.41 GiB
    9.44          0.00 B       38        1.45 GiB
    9.69          0.00 B       28       28.15 MiB
    9.94          0.00 B       25       28.15 MiB
   10.19          0.00 B       27       28.17 MiB
   10.44          0.00 B       28      478.16 MiB
   10.69          0.00 B       28      478.16 MiB
   10.94          0.00 B       28      478.16 MiB
   11.19          0.00 B       39      478.17 MiB
   11.44          0.00 B       38      478.17 MiB
   11.69          0.00 B       40      492.23 MiB
   11.94          0.00 B       43      717.23 MiB
   12.19          0.00 B       43      717.23 MiB
   12.45          0.00 B       45      745.36 MiB
   12.70          0.00 B       45      745.36 MiB
   12.95          0.00 B       45      843.79 MiB
   13.20          0.00 B       45      731.29 MiB
   13.45          0.00 B       46      731.30 MiB
   13.70          0.00 B       48      731.30 MiB
   13.95          0.00 B       48      731.30 MiB
   14.20          0.00 B       48      731.30 MiB
   14.45          0.00 B       49      731.53 MiB
   14.70          0.00 B       49      731.53 MiB
   14.95          0.00 B       50      731.77 MiB
   15.20          0.00 B       50      731.77 MiB
   15.45          0.00 B       50      731.77 MiB
   15.71          0.00 B       51      732.00 MiB
   15.96          0.00 B       51      732.00 MiB
   16.21          0.00 B       52      732.24 MiB
   16.46          0.00 B       52      732.24 MiB
   16.71          0.00 B       53      732.47 MiB
   16.96          0.00 B       53      732.47 MiB
   17.21          0.00 B       53      732.47 MiB
   17.46          0.00 B       53      732.71 MiB
   17.71          0.00 B       56      734.20 MiB
   18.83          0.00 B       18       13.00 KiB
   20.60          0.00 B       18       13.00 KiB
   21.24          0.00 B       18       13.00 KiB
   21.78          0.00 B       18       13.00 KiB
   22.03          0.00 B       18       13.00 KiB
   22.28          0.00 B       18       13.00 KiB
   22.53          0.00 B       18       13.00 KiB
   22.78          0.00 B       18       13.00 KiB
   23.03          0.00 B       18       13.00 KiB
   23.28          0.00 B       18       13.00 KiB
   23.53          0.00 B       18       13.00 KiB
   23.62          0.00 B       18       13.00 KiB
