# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.12954821E+00  -1.06906514E+01  -1.56110319E+00
# Error est. for CH(vbm) CH(cbm) diff =   1.49456487E+00   3.14546825E+00   1.65090338E+00
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -7.34089055E-02  -4.24751126E-02   3.09337929E-02
      2  -1.46818201E-01  -8.58575474E-02   6.09606534E-02
      3  -2.34465314E-01  -1.71516232E-01   6.29490813E-02
      4  -3.22910678E-01  -2.58663866E-01   6.42468122E-02
      5  -4.35890924E-01  -3.14826333E-01   1.21064591E-01
      6  -5.68017308E-01  -3.87961007E-01   1.80056301E-01
      7  -6.30013311E-01  -4.13907192E-01   2.16106120E-01
      8  -7.10240970E-01  -4.59688532E-01   2.50552438E-01
      9  -7.57592170E-01  -5.45104295E-01   2.12487874E-01
     10  -8.05775144E-01  -6.31487520E-01   1.74287624E-01
     11  -8.58908388E-01  -7.39696467E-01   1.19211921E-01
     12  -9.11472858E-01  -8.40075073E-01   7.13977856E-02
     13  -1.01712287E+00  -9.51525048E-01   6.55978186E-02
     14  -1.12265660E+00  -1.07594741E+00   4.67091812E-02
     15  -1.19688299E+00  -1.27415197E+00  -7.72689849E-02
     16  -1.27151878E+00  -1.45204535E+00  -1.80526571E-01
     17  -1.40321526E+00  -1.57982701E+00  -1.76611748E-01
     18  -1.53502536E+00  -1.74460511E+00  -2.09579748E-01
     19  -1.68902252E+00  -1.96160155E+00  -2.72579030E-01
     20  -1.84263695E+00  -2.18162610E+00  -3.38989151E-01
     21  -1.96639665E+00  -2.35755721E+00  -3.91160563E-01
     22  -2.09005296E+00  -2.49809786E+00  -4.08044896E-01
     23  -2.14149901E+00  -2.66786624E+00  -5.26367225E-01
     24  -2.19306567E+00  -2.79915020E+00  -6.06084525E-01
     25  -3.56131245E+00  -2.82528933E+00   7.36023127E-01
     26  -4.92946180E+00  -2.83999044E+00   2.08947136E+00
     27  -5.22352899E+00  -3.78969603E+00   1.43383296E+00
     28  -5.51559037E+00  -4.73346719E+00   7.82123179E-01
     29  -5.96870742E+00  -4.86384155E+00   1.10486587E+00
     30  -6.42028833E+00  -4.93987323E+00   1.48041510E+00
     31  -6.48117540E+00  -5.29242038E+00   1.18875501E+00
     32  -6.54195303E+00  -5.63831449E+00   9.03638541E-01
     33  -6.56609997E+00  -6.09678009E+00   4.69319879E-01
     34  -6.58956529E+00  -6.43593555E+00   1.53629741E-01
     35  -6.63716534E+00  -6.46705455E+00   1.70110788E-01
     36  -6.68482035E+00  -6.50290887E+00   1.81911477E-01
     37  -6.77617609E+00  -6.53716441E+00   2.39011687E-01
     38  -6.86754289E+00  -6.56506522E+00   3.02477676E-01
     39  -6.94091568E+00  -6.58595853E+00   3.54957154E-01
     40  -7.01427260E+00  -6.60758318E+00   4.06689419E-01
     41  -7.06167045E+00  -6.65011492E+00   4.11555530E-01
     42  -7.10878371E+00  -6.69319329E+00   4.15590419E-01
     43  -7.20858884E+00  -6.76564736E+00   4.42941475E-01
     44  -7.30843588E+00  -6.84698540E+00   4.61450474E-01
     45  -7.32712866E+00  -6.90811340E+00   4.19015263E-01
     46  -7.34581694E+00  -6.95411258E+00   3.91704367E-01
     47  -7.37160411E+00  -6.97822076E+00   3.93383344E-01
     48  -7.39747611E+00  -7.00214974E+00   3.95326370E-01
     49  -7.42295096E+00  -7.07810067E+00   3.44850281E-01
     50  -7.44843533E+00  -7.13546683E+00   3.12968501E-01
     51  -7.48845738E+00  -7.23680391E+00   2.51653466E-01
     52  -7.52840820E+00  -7.31889572E+00   2.09512481E-01
     53  -7.56555597E+00  -7.36678692E+00   1.98769054E-01
     54  -7.60269774E+00  -7.41946344E+00   1.83234300E-01
     55  -7.61890259E+00  -7.48705645E+00   1.31846136E-01
     56  -7.63498334E+00  -7.54518315E+00   8.98001928E-02
# k =   0.000000   0.333333   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.34453711E+00  -1.00097372E+01  -6.65200091E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.68713103E+00   2.05735129E+00   3.70220266E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -6.64569256E-02  -8.26925888E-02  -1.62356632E-02
      2  -1.32670547E-01  -1.67405814E-01  -3.47352668E-02
      3  -2.08509661E-01  -3.17768164E-01  -1.09258503E-01
      4  -2.88236378E-01  -4.66426839E-01  -1.78190461E-01
      5  -3.83008260E-01  -5.47615685E-01  -1.64607424E-01
      6  -4.77055817E-01  -6.26390791E-01  -1.49334974E-01
      7  -5.74389798E-01  -7.22954583E-01  -1.48564785E-01
      8  -6.65911882E-01  -8.15499338E-01  -1.49587456E-01
      9  -7.24866814E-01  -8.63084268E-01  -1.38217454E-01
     10  -7.75666996E-01  -9.11345076E-01  -1.35678080E-01
     11  -8.23125687E-01  -9.58643939E-01  -1.35518252E-01
     12  -8.70070294E-01  -1.00673819E+00  -1.36667894E-01
     13  -1.01242480E+00  -1.14432960E+00  -1.31904798E-01
     14  -1.15373495E+00  -1.25630735E+00  -1.02572399E-01
     15  -1.24157835E+00  -1.38042363E+00  -1.38845272E-01
