# Generated by LORRAX unknown at 2026-07-21 22:29:54 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.890886              sigC=    6.913496+  0.000000i  sigXC=  -32.977390+  0.000000i  VH=  596.074556  Eo=  -66.163848
n=1   sigX=  -39.890886              sigC=    6.913496+  0.000000i  sigXC=  -32.977390+  0.000000i  VH=  596.074556  Eo=  -66.163848
n=2   sigX=  -33.257931              sigC=    9.130298+ -0.029221i  sigXC=  -24.127633+ -0.029221i  VH=  584.226623  Eo=  -41.886073
n=3   sigX=  -33.257931              sigC=    9.130298+ -0.029221i  sigXC=  -24.127633+ -0.029221i  VH=  584.226623  Eo=  -41.886073
n=4   sigX=  -32.763870              sigC=    9.526129+  0.000283i  sigXC=  -23.237741+  0.000283i  VH=  579.279266  Eo=  -39.461179
n=5   sigX=  -32.763870              sigC=    9.526129+  0.000283i  sigXC=  -23.237741+  0.000283i  VH=  579.279266  Eo=  -39.461179
n=6   sigX=  -32.757288              sigC=    9.059529+  0.026537i  sigXC=  -23.697759+  0.026537i  VH=  589.281122  Eo=  -39.293371
n=7   sigX=  -32.757288              sigC=    9.059529+  0.026537i  sigXC=  -23.697759+  0.026537i  VH=  589.281122  Eo=  -39.293371
n=8   sigX=  -21.698337              sigC=    8.152376+ -0.000001i  sigXC=  -13.545961+ -0.000001i  VH=  386.137269  Eo=  -19.424744
n=9   sigX=  -21.698337              sigC=    8.152376+ -0.000001i  sigXC=  -13.545961+ -0.000001i  VH=  386.137269  Eo=  -19.424744
n=10  sigX=  -21.508420              sigC=    7.543165+  0.000151i  sigXC=  -13.965256+  0.000151i  VH=  352.993877  Eo=  -18.182829
n=11  sigX=  -21.508420              sigC=    7.543165+  0.000151i  sigXC=  -13.965256+  0.000151i  VH=  352.993877  Eo=  -18.182829
n=12  sigX=  -17.432127              sigC=    3.744017+  0.000057i  sigXC=  -13.688110+  0.000057i  VH=  393.168195  Eo=  -10.932669
n=13  sigX=  -17.432127              sigC=    3.744017+  0.000057i  sigXC=  -13.688110+  0.000057i  VH=  393.168195  Eo=  -10.932669
n=14  sigX=  -18.301768              sigC=    2.229762+  0.003631i  sigXC=  -16.072006+  0.003631i  VH=  496.971044  Eo=   -7.854107
n=15  sigX=  -18.301768              sigC=    2.229762+  0.003631i  sigXC=  -16.072006+  0.003631i  VH=  496.971044  Eo=   -7.854107
n=16  sigX=  -18.133865              sigC=    2.197329+ -0.002959i  sigXC=  -15.936536+ -0.002959i  VH=  491.940328  Eo=   -7.787080
n=17  sigX=  -18.133865              sigC=    2.197329+ -0.002959i  sigXC=  -15.936536+ -0.002959i  VH=  491.940328  Eo=   -7.787080
n=18  sigX=  -15.751144              sigC=    2.219453+  0.000150i  sigXC=  -13.531691+  0.000150i  VH=  300.668888  Eo=   -7.123814
n=19  sigX=  -15.751144              sigC=    2.219453+  0.000150i  sigXC=  -13.531691+  0.000150i  VH=  300.668888  Eo=   -7.123814
n=20  sigX=  -17.799163              sigC=    1.387284+  0.004001i  sigXC=  -16.411879+  0.004001i  VH=  463.351994  Eo=   -6.772137
n=21  sigX=  -17.799163              sigC=    1.387284+  0.004001i  sigXC=  -16.411879+  0.004001i  VH=  463.351994  Eo=   -6.772137
n=22  sigX=  -17.679618              sigC=    1.336161+ -0.003638i  sigXC=  -16.343456+ -0.003638i  VH=  462.698293  Eo=   -6.686621
n=23  sigX=  -17.679618              sigC=    1.336161+ -0.003638i  sigXC=  -16.343456+ -0.003638i  VH=  462.698293  Eo=   -6.686621
n=24  sigX=  -16.583930              sigC=    0.787246+ -0.000283i  sigXC=  -15.796683+ -0.000283i  VH=  415.940119  Eo=   -5.375064
n=25  sigX=  -16.583930              sigC=    0.787246+ -0.000283i  sigXC=  -15.796683+ -0.000283i  VH=  415.940119  Eo=   -5.375064
n=26  sigX=  -11.203506              sigC=   -3.612367+  0.002591i  sigXC=  -14.815872+  0.002591i  VH=  423.894097  Eo=   -2.582571
n=27  sigX=  -11.203506              sigC=   -3.612367+  0.002591i  sigXC=  -14.815872+  0.002591i  VH=  423.894097  Eo=   -2.582571
n=28  sigX=  -11.129829              sigC=   -3.639321+ -0.002087i  sigXC=  -14.769150+ -0.002087i  VH=  421.882480  Eo=   -2.505009
n=29  sigX=  -11.129829              sigC=   -3.639321+ -0.002087i  sigXC=  -14.769150+ -0.002087i  VH=  421.882480  Eo=   -2.505009
n=30  sigX=  -11.156489              sigC=   -3.649128+  0.000422i  sigXC=  -14.805616+  0.000422i  VH=  405.973485  Eo=   -2.340563
n=31  sigX=  -11.156489              sigC=   -3.649128+  0.000422i  sigXC=  -14.805616+  0.000422i  VH=  405.973485  Eo=   -2.340563
n=32  sigX=  -11.162805              sigC=   -3.628284+ -0.001689i  sigXC=  -14.791090+ -0.001689i  VH=  404.340104  Eo=   -2.337084
n=33  sigX=  -11.162805              sigC=   -3.628284+ -0.001689i  sigXC=  -14.791090+ -0.001689i  VH=  404.340104  Eo=   -2.337084
n=34  sigX=   -6.344684              sigC=   -4.625851+ -0.000007i  sigXC=  -10.970536+ -0.000007i  VH=  436.292045  Eo=    0.989770
n=35  sigX=   -6.344684              sigC=   -4.625851+ -0.000007i  sigXC=  -10.970536+ -0.000007i  VH=  436.292045  Eo=    0.989770
n=36  sigX=   -5.825255              sigC=   -4.921327+ -0.000071i  sigXC=  -10.746582+ -0.000071i  VH=  340.771814  Eo=    3.710453
n=37  sigX=   -5.825255              sigC=   -4.921327+ -0.000071i  sigXC=  -10.746582+ -0.000071i  VH=  340.771814  Eo=    3.710453
n=38  sigX=   -3.995667              sigC=   -4.026008+ -0.000007i  sigXC=   -8.021675+ -0.000007i  VH=  147.948327  Eo=    3.913316
n=39  sigX=   -3.995667              sigC=   -4.026008+ -0.000007i  sigXC=   -8.021675+ -0.000007i  VH=  147.948327  Eo=    3.913316
n=40  sigX=   -2.458609              sigC=   -3.662161+ -0.000004i  sigXC=   -6.120770+ -0.000004i  VH=   28.043612  Eo=    4.779471
n=41  sigX=   -2.458609              sigC=   -3.662161+ -0.000004i  sigXC=   -6.120770+ -0.000004i  VH=   28.043612  Eo=    4.779471
n=42  sigX=   -5.895810              sigC=   -5.475926+ -0.002150i  sigXC=  -11.371736+ -0.002150i  VH=  363.248731  Eo=    5.437089
n=43  sigX=   -5.895810              sigC=   -5.475926+ -0.002150i  sigXC=  -11.371736+ -0.002150i  VH=  363.248731  Eo=    5.437089
n=44  sigX=   -5.895545              sigC=   -5.486186+  0.002018i  sigXC=  -11.381731+  0.002018i  VH=  361.972323  Eo=    5.509263
n=45  sigX=   -5.895545              sigC=   -5.486186+  0.002018i  sigXC=  -11.381731+  0.002018i  VH=  361.972323  Eo=    5.509263
n=46  sigX=   -5.712718              sigC=   -5.935772+ -0.001503i  sigXC=  -11.648490+ -0.001503i  VH=  338.540466  Eo=    7.396745
n=47  sigX=   -5.712718              sigC=   -5.935772+ -0.001503i  sigXC=  -11.648490+ -0.001503i  VH=  338.540466  Eo=    7.396745
n=48  sigX=   -5.720376              sigC=   -5.954943+  0.001368i  sigXC=  -11.675319+  0.001368i  VH=  340.692861  Eo=    7.416451
n=49  sigX=   -5.720376              sigC=   -5.954943+  0.001368i  sigXC=  -11.675319+  0.001368i  VH=  340.692861  Eo=    7.416451
n=50  sigX=   -5.732107              sigC=   -5.737743+  0.000160i  sigXC=  -11.469850+  0.000160i  VH=  276.385049  Eo=    7.551474
n=51  sigX=   -5.732107              sigC=   -5.737743+  0.000160i  sigXC=  -11.469850+  0.000160i  VH=  276.385049  Eo=    7.551474
n=52  sigX=   -5.361967              sigC=   -7.011414+ -0.000114i  sigXC=  -12.373381+ -0.000114i  VH=  324.136199  Eo=   10.661283
n=53  sigX=   -5.361967              sigC=   -7.011414+ -0.000114i  sigXC=  -12.373381+ -0.000114i  VH=  324.136199  Eo=   10.661283
n=54  sigX=   -5.361907              sigC=   -7.022160+ -0.000023i  sigXC=  -12.384067+ -0.000023i  VH=  324.340096  Eo=   10.677064
n=55  sigX=   -5.361907              sigC=   -7.022160+ -0.000023i  sigXC=  -12.384067+ -0.000023i  VH=  324.340096  Eo=   10.677064
n=56  sigX=   -3.377153              sigC=   -5.971700+ -0.000010i  sigXC=   -9.348852+ -0.000010i  VH=  362.861165  Eo=   10.862504
n=57  sigX=   -3.377153              sigC=   -5.971700+ -0.000010i  sigXC=   -9.348852+ -0.000010i  VH=  362.861165  Eo=   10.862504
n=58  sigX=   -5.949613              sigC=   -7.156008+ -0.002149i  sigXC=  -13.105621+ -0.002149i  VH=  339.780064  Eo=   10.962384
n=59  sigX=   -5.949613              sigC=   -7.156008+ -0.002149i  sigXC=  -13.105621+ -0.002149i  VH=  339.780064  Eo=   10.962384
