# Generated by LORRAX unknown at 2026-07-21 07:37:43 UTC
# Sigma frequency debug decomposition (per-(k, n) diagonals; all energies in eV).
# k               	n               	E_dft           	Edft-Ef         	kin_ion         	V_H             	x_bare          	x_head          	sig_c(Edft).Re  	sig_c(Edft).Im  	sig_c_head(Edft).Re	sig_c_head(Edft).Im	eqp0            	eqp1            

k-point 0:
               0	               0	      -65.461080	      -61.190600	      +29.058914	     +591.957851	      -39.612464	       -2.958852	       +6.194963	       +0.000006	       +0.211994	       +0.000000	     +587.599263	     +587.599263
               0	               1	      -65.461080	      -61.190600	      +29.058914	     +591.957851	      -39.612464	       -2.958852	       +6.194963	       +0.000006	       +0.211994	       +0.000000	     +587.599263	     +587.599263
               0	               2	      -42.076878	      -37.806398	      +51.496510	     +587.757548	      -33.491361	       -2.958852	      -21.483764	       +0.106468	       +0.333768	       +0.000000	     +584.278933	     +584.278933
               0	               3	      -42.076878	      -37.806398	      +51.496510	     +587.757548	      -33.491361	       -2.958852	      -21.483764	       +0.106468	       +0.333768	       +0.000000	     +584.278933	     +584.278933
               0	               4	      -39.554728	      -35.284248	      +48.359659	     +576.123361	      -32.819530	       -2.958852	      -30.760198	       -0.093417	       +0.355813	       +0.000000	     +560.903291	     +560.903291
               0	               5	      -39.554728	      -35.284248	      +48.359659	     +576.123361	      -32.819530	       -2.958852	      -30.760198	       -0.093417	       +0.355813	       +0.000000	     +560.903292	     +560.903292
               0	               6	      -39.383435	      -35.112955	      +49.598206	     +584.447642	      -32.787564	       -2.958852	       -7.956779	       -0.008535	       +0.357416	       +0.000000	     +593.301506	     +593.301506
               0	               7	      -39.383435	      -35.112955	      +49.598206	     +584.447642	      -32.787564	       -2.958852	       -7.956778	       -0.008535	       +0.357416	       +0.000000	     +593.301506	     +593.301506
               0	               8	      -19.374135	      -15.103655	       +9.477662	     +382.235081	      -21.903204	       -2.958852	       +6.107960	       -0.000024	       +0.754591	       +0.000001	     +375.917498	     +375.917498
               0	               9	      -19.374135	      -15.103655	       +9.477662	     +382.235081	      -21.903204	       -2.958852	       +6.107960	       -0.000024	       +0.754591	       +0.000001	     +375.917498	     +375.917498
               0	              10	      -18.177279	      -13.906799	      +12.289315	     +358.712968	      -21.698019	       -2.958852	       +7.677436	       -0.000680	       +0.808319	       +0.000001	     +356.981701	     +356.981701
               0	              11	      -18.177279	      -13.906799	      +12.289315	     +358.712968	      -21.698019	       -2.958852	       +7.677436	       -0.000680	       +0.808319	       +0.000001	     +356.981701	     +356.981701
               0	              12	      -10.875837	       -6.605356	      +18.925542	     +398.269163	      -17.646611	       -2.958852	       +2.005682	       +0.000275	       +1.053339	       +0.000001	     +401.553777	     +183.862739
