# Generated by LORRAX 0.1.0 at 2026-05-06 09:15:51 UTC
  0.000000000  0.000000000  0.000000000      16
       1       1   -5.697007613 -581.674088471
       1       2   -5.697007613 -950.164935741
       1       3    6.246364015 -619.651047763
       1       4    6.246364015 -925.361291505
       1       5    6.294144396 -620.492705835
       1       6    6.294144396 -445.564650896
       1       7    6.294144396 -749.665987746
       1       8    6.294144396-1268.764434666
       1       9    8.792484073  107.624068177
       1      10    8.792484073  -54.926913256
       1      11    8.827249293   35.276221395
       1      12    8.827249293  146.802825591
       1      13    8.827249293  -13.046607211
       1      14    8.827249293  -73.116240882
       1      15    9.625625982 -239.673341508
       1      16    9.625625982  278.560951285
 -0.000000000 -0.000000000  0.500000000      16
       1       1   -3.363048186  224.839570002
       1       2   -3.363048186 -433.025886653
       1       3   -0.707275146  -41.940437470
       1       4   -0.707275146   82.750427898
       1       5    5.056660134-1149.219186528
       1       6    5.056660134 -978.738193990
       1       7    5.088290589-1023.626112590
       1       8    5.088290589-1104.697534201
       1       9    7.800192345  275.304683592
       1      10    7.800192345 -140.155614712
       1      11    9.587050812   60.437075373
       1      12    9.587050812   75.995029301
       1      13    9.601408772  107.229825956
       1      14    9.601408772   28.572738615
       1      15   13.996117533  -34.119042037
       1      16   13.996117533   66.216371552
  0.000000000  0.500000000  0.500000000      16
       1       1   -1.549907887 -596.465576947
       1       2   -1.549907887 -644.700440015
       1       3   -1.549907887 -576.083943380
       1       4   -1.549907887 -619.273853931
       1       5    3.412333870 -194.533615847
       1       6    3.412333870 -607.494392696
       1       7    3.412333870 -698.200162953
       1       8    3.412333870 -429.743933616
       1       9    6.968809197   12.445710301
       1      10    6.968809197 -140.968006927
       1      11    6.968809197  -67.134304418
       1      12    6.968809197  -55.283760640
       1      13   16.360903868  164.792145094
       1      14   16.360903868   83.405023540
       1      15   16.360903868   72.628549975
       1      16   16.360903868 -150.602089295
  0.500000000  0.500000000  0.500000000      16
       1       1   -3.363048186  224.839570002
       1       2   -3.363048186 -433.025886653
       1       3   -0.707275146  -41.940437470
       1       4   -0.707275146   82.750427898
       1       5    5.056660134-1149.219186528
       1       6    5.056660134 -978.738193990
       1       7    5.088290589-1023.626112590
       1       8    5.088290589-1104.697534201
       1       9    7.800192345  275.304683592
       1      10    7.800192345 -140.155614712
       1      11    9.587050812   60.437075373
       1      12    9.587050812   75.995029301
       1      13    9.601408772  107.229825956
       1      14    9.601408772   28.572738615
       1      15   13.996117533  -34.119042037
       1      16   13.996117533   66.216371552
