# neig  =     1024
# vol   =  0.172868583E+05
# nspin, nspinor, nkpt, ncb, nvb =        1       2      64       4       4
#   ik    ic    iv    is         ec (eV)         ev (eV)        eig (eV)   abs(dipole)^2      Re(dipole)      Im(dipole)
     1     1     1     1  0.94656429E+01  0.63793545E+01  0.30862884E+01  0.40636891E+00 -0.32305921E+00  0.54954677E+00
     1     1     2     1  0.94656429E+01  0.63793545E+01  0.30862884E+01  0.21150971E+01  0.12007152E+01 -0.82059745E+00
     1     1     3     1  0.94656429E+01  0.63793545E+01  0.30862884E+01  0.16411659E+02  0.13409038E+01 -0.38227786E+01
     1     1     4     1  0.94656429E+01  0.63793545E+01  0.30862884E+01  0.26172857E+01  0.37438284E+00  0.15738879E+01
     1     2     1     1  0.94656429E+01  0.63793545E+01  0.30862884E+01  0.91373787E+01  0.18918735E+01 -0.23575821E+01
     1     2     2     1  0.94656429E+01  0.63793545E+01  0.30862884E+01  0.78994066E+01  0.27932813E+01  0.31142609E+00
     1     2     3     1  0.94656429E+01  0.63793545E+01  0.30862884E+01  0.13133425E+01 -0.84919463E+00  0.76955245E+00
     1     2     4     1  0.94656429E+01  0.63793545E+01  0.30862884E+01  0.32002832E+01  0.51767544E+00  0.17123946E+01
     1     3     1     1  0.94967579E+01  0.63793545E+01  0.31174033E+01  0.30285169E+01  0.74850752E+00 -0.15710676E+01
     1     3     2     1  0.94967579E+01  0.63793545E+01  0.31174033E+01  0.23210861E+00 -0.47374205E+00  0.87618986E-01
     1     3     3     1  0.94967579E+01  0.63793545E+01  0.31174033E+01  0.34419570E+01  0.75769539E+00 -0.16934741E+01
     1     3     4     1  0.94967579E+01  0.63793545E+01  0.31174033E+01  0.37783710E+01  0.36038279E+00  0.19101035E+01
     1     4     1     1  0.94967579E+01  0.63793545E+01  0.31174033E+01  0.14677236E+01 -0.98333050E+00 -0.70766147E+00
     1     4     2     1  0.94967579E+01  0.63793545E+01  0.31174033E+01  0.37369425E+01  0.12149269E+01 -0.15036273E+01
     1     4     3     1  0.94967579E+01  0.63793545E+01  0.31174033E+01  0.33583614E+01  0.14316894E+01 -0.11439523E+01
     1     4     4     1  0.94967579E+01  0.63793545E+01  0.31174033E+01  0.19179260E+01 -0.21158958E+00 -0.13686328E+01
     2     1     1     1  0.90605682E+01  0.55736149E+01  0.34869533E+01  0.15540594E+02  0.26457068E+01 -0.29224698E+01
     2     1     2     1  0.90605682E+01  0.55736149E+01  0.34869533E+01  0.63809253E+00  0.31471234E+00  0.73419934E+00
     2     1     3     1  0.90605682E+01  0.55429084E+01  0.35176598E+01  0.10997233E+02  0.13991044E+01  0.30066160E+01
     2     1     4     1  0.90605682E+01  0.55429084E+01  0.35176598E+01  0.48060722E+01  0.43624960E+00  0.21484316E+01
     2     2     1     1  0.90605682E+01  0.55736149E+01  0.34869533E+01  0.63809253E+00  0.64953897E+00  0.46496415E+00
