# Generated by LORRAX unknown at 2026-07-21 22:06:49 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.828572              sigC=    4.694800+  0.000000i  sigXC=  -35.133772+  0.000000i  VH=  594.855089  Eo=  -66.163848
n=1   sigX=  -39.828572              sigC=    4.694800+  0.000000i  sigXC=  -35.133772+  0.000000i  VH=  594.855089  Eo=  -66.163848
n=2   sigX=  -33.224743              sigC=    3.820815+ -0.001400i  sigXC=  -29.403927+ -0.001400i  VH=  583.719492  Eo=  -41.886073
n=3   sigX=  -33.224743              sigC=    3.820815+ -0.001400i  sigXC=  -29.403927+ -0.001400i  VH=  583.719492  Eo=  -41.886073
n=4   sigX=  -32.672959              sigC=    3.926372+  0.000451i  sigXC=  -28.746587+  0.000451i  VH=  578.203943  Eo=  -39.461179
n=5   sigX=  -32.672959              sigC=    3.926372+  0.000451i  sigXC=  -28.746587+  0.000451i  VH=  578.203943  Eo=  -39.461179
n=6   sigX=  -32.678338              sigC=    3.809682+  0.000973i  sigXC=  -28.868656+  0.000973i  VH=  588.219689  Eo=  -39.293371
n=7   sigX=  -32.678338              sigC=    3.809682+  0.000973i  sigXC=  -28.868656+  0.000973i  VH=  588.219689  Eo=  -39.293371
n=8   sigX=  -21.728777              sigC=    5.679906+  0.000001i  sigXC=  -16.048870+  0.000001i  VH=  386.337015  Eo=  -19.424744
n=9   sigX=  -21.728777              sigC=    5.679906+  0.000001i  sigXC=  -16.048870+  0.000001i  VH=  386.337015  Eo=  -19.424744
n=10  sigX=  -21.559414              sigC=    5.659498+  0.000001i  sigXC=  -15.899915+  0.000001i  VH=  353.289854  Eo=  -18.182829
n=11  sigX=  -21.559414              sigC=    5.659498+  0.000001i  sigXC=  -15.899915+  0.000001i  VH=  353.289854  Eo=  -18.182829
n=12  sigX=  -17.469022              sigC=    3.747800+  0.000001i  sigXC=  -13.721222+  0.000001i  VH=  393.393986  Eo=  -10.932669
n=13  sigX=  -17.469022              sigC=    3.747800+  0.000001i  sigXC=  -13.721222+  0.000001i  VH=  393.393986  Eo=  -10.932669
