# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.10631164E+01  -1.00683755E+01   9.94740878E-01
# Error est. for CH(vbm) CH(cbm) diff =   6.42004767E-01   5.25302542E-01  -1.16702225E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.46071456E-01  -2.06486001E-01   3.95854547E-02
      2  -4.92245665E-01  -4.12933755E-01   7.93119098E-02
      3  -7.69807370E-01  -5.91525378E-01   1.78281992E-01
      4  -1.04724303E+00  -7.70179095E-01   2.77063936E-01
      5  -1.95509396E+00  -1.00750834E+00   9.47585617E-01
      6  -2.86303913E+00  -1.24498624E+00   1.61805289E+00
      7  -3.91027273E+00  -1.38992444E+00   2.52034829E+00
      8  -4.95741127E+00  -1.53468058E+00   3.42273069E+00
      9  -5.07889366E+00  -2.96057460E+00   2.11831906E+00
     10  -5.20031953E+00  -4.38660094E+00   8.13718589E-01
     11  -5.28828067E+00  -4.66182261E+00   6.26458067E-01
     12  -5.37629709E+00  -4.93691150E+00   4.39385587E-01
     13  -5.47248264E+00  -5.06257478E+00   4.09907859E-01
     14  -5.56881964E+00  -5.18827594E+00   3.80543690E-01
     15  -5.64142308E+00  -5.30584033E+00   3.35582751E-01
     16  -5.71417866E+00  -5.42345035E+00   2.90728305E-01
     17  -5.86746499E+00  -5.66800732E+00   1.99457668E-01
     18  -6.02072319E+00  -5.91255905E+00   1.08164139E-01
     19  -6.19512628E+00  -5.97780929E+00   2.17316988E-01
     20  -6.36951435E+00  -6.04305599E+00   3.26458362E-01
     21  -6.44531458E+00  -6.19173019E+00   2.53584397E-01
     22  -6.52112173E+00  -6.34038560E+00   1.80736134E-01
     23  -6.68487843E+00  -6.41864193E+00   2.66236498E-01
     24  -6.84863218E+00  -6.49689804E+00   3.51734134E-01
     25  -7.00498845E+00  -6.54385783E+00   4.61130624E-01
     26  -7.16140456E+00  -6.59078407E+00   5.70620493E-01
     27  -7.28442411E+00  -6.66453129E+00   6.19892825E-01
     28  -7.40749007E+00  -6.73832178E+00   6.69168291E-01
     29  -7.48936384E+00  -6.80392162E+00   6.85442220E-01
     30  -7.57134022E+00  -6.86950928E+00   7.01830941E-01
     31  -7.65206967E+00  -6.94858660E+00   7.03483069E-01
     32  -7.73269624E+00  -7.02767623E+00   7.05020005E-01
     33  -7.76763967E+00  -7.07287762E+00   6.94762049E-01
     34  -7.80258199E+00  -7.11806054E+00   6.84521449E-01
     35  -7.84098712E+00  -7.16415956E+00   6.76827558E-01
     36  -7.87939062E+00  -7.21033946E+00   6.69051159E-01
