# Generated by LORRAX 0.1.0 at 2026-05-06 12:05:48 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH
# bispinor breakdown columns:
#   sigX_q   = Σ_X^B (0,0)-tile (charge channel)
#   sigX_T   = Σ_X^B summed over 9 transverse (i,j) tiles
#   VH_q     = Hartree μ_L=0 (charge channel)
#   VH_T     = Hartree Σ over μ_L∈{1,2,3} (transverse channels)

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  776.673755              sigX_q= -145.642833              sigX_T=-6112.053128              VH_q=  776.673755              VH_T=   -0.000000            
n=1   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  776.673755              sigX_q= -145.642833              sigX_T=-6112.053128              VH_q=  776.673755              VH_T=   -0.000000            
n=2   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  780.643249              sigX_q= -147.341394              sigX_T=-6219.046037              VH_q=  780.643249              VH_T=   -0.000000            
n=3   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  780.643249              sigX_q= -147.341394              sigX_T=-6219.046037              VH_q=  780.643249              VH_T=   -0.000000            
n=4   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  815.213164              sigX_q= -163.064711              sigX_T=-15701.790330              VH_q=  815.213164              VH_T=    0.000000            
n=5   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  815.213164              sigX_q= -163.064711              sigX_T=-15701.790330              VH_q=  815.213164              VH_T=    0.000000            
n=6   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  815.381958              sigX_q= -162.991045              sigX_T=-15750.477852              VH_q=  815.381958              VH_T=   -0.000000            
n=7   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  815.381958              sigX_q= -162.991045              sigX_T=-15750.477852              VH_q=  815.381958              VH_T=   -0.000000            
n=8   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  941.296923              sigX_q= -220.338674              sigX_T=-2927.737925              VH_q=  941.296923              VH_T=   -0.000000            
n=9   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  941.296923              sigX_q= -220.338674              sigX_T=-2927.737925              VH_q=  941.296923              VH_T=   -0.000000            
n=10  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  941.888171              sigX_q= -220.367200              sigX_T=-2932.791627              VH_q=  941.888171              VH_T=   -0.000000            
n=11  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  941.888171              sigX_q= -220.367200              sigX_T=-2932.791627              VH_q=  941.888171              VH_T=   -0.000000            
n=12  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  688.690043              sigX_q= -105.084336              sigX_T=-7950.653048              VH_q=  688.690043              VH_T=   -0.000000            
n=13  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  688.690043              sigX_q= -105.084336              sigX_T=-7950.653048              VH_q=  688.690043              VH_T=   -0.000000            
n=14  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  691.078232              sigX_q= -106.208560              sigX_T=-8054.142465              VH_q=  691.078232              VH_T=   -0.000000            
n=15  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  691.078232              sigX_q= -106.208560              sigX_T=-8054.142465              VH_q=  691.078232              VH_T=   -0.000000            
n=16  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1993.388093              sigX_q= -898.130983              sigX_T=  -37.814918              VH_q= 1993.388093              VH_T=    0.000000            
n=17  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1993.388093              sigX_q= -898.130983              sigX_T=  -37.814918              VH_q= 1993.388093              VH_T=    0.000000            
n=18  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2343.854811              sigX_q=-1043.309691              sigX_T=  -48.790967              VH_q= 2343.854811              VH_T=    0.000000            
n=19  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2343.854811              sigX_q=-1043.309691              sigX_T=  -48.790967              VH_q= 2343.854811              VH_T=    0.000000            
n=20  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2338.191955              sigX_q=-1026.853628              sigX_T=  -55.232708              VH_q= 2338.191955              VH_T=   -0.000000            
n=21  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2338.191955              sigX_q=-1026.853628              sigX_T=  -55.232708              VH_q= 2338.191955              VH_T=   -0.000000            
n=22  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2340.369074              sigX_q=-1028.165250              sigX_T=  -19.205975              VH_q= 2340.369074              VH_T=   -0.000000            
n=23  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2340.369074              sigX_q=-1028.165250              sigX_T=  -19.205975              VH_q= 2340.369074              VH_T=   -0.000000            
n=24  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2346.109751              sigX_q=-1023.023928              sigX_T=  -43.676626              VH_q= 2346.109751              VH_T=    0.000000            
n=25  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2346.109751              sigX_q=-1023.023928              sigX_T=  -43.676626              VH_q= 2346.109751              VH_T=    0.000000            
n=26  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2347.575177              sigX_q=-1024.053961              sigX_T=  -20.153675              VH_q= 2347.575177              VH_T=    0.000000            
n=27  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2347.575177              sigX_q=-1024.053961              sigX_T=  -20.153675              VH_q= 2347.575177              VH_T=    0.000000            
n=28  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  251.579934              sigX_q= -246.081673              sigX_T= -152.308615              VH_q=  251.579934              VH_T=    0.000000            
n=29  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  251.579934              sigX_q= -246.081673              sigX_T= -152.308615              VH_q=  251.579934              VH_T=    0.000000            
n=30  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2865.132531              sigX_q= -979.554360              sigX_T= -338.847487              VH_q= 2865.132531              VH_T=    0.000000            
n=31  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2865.132531              sigX_q= -979.554360              sigX_T= -338.847487              VH_q= 2865.132531              VH_T=    0.000000            
n=32  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1747.099928              sigX_q= -585.359277              sigX_T= -111.991687              VH_q= 1747.099928              VH_T=    0.000000            
n=33  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1747.099928              sigX_q= -585.359277              sigX_T= -111.991687              VH_q= 1747.099928              VH_T=    0.000000            
n=34  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1390.117075              sigX_q= -725.203658              sigX_T= -181.836389              VH_q= 1390.117075              VH_T=    0.000000            
n=35  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1390.117075              sigX_q= -725.203658              sigX_T= -181.836389              VH_q= 1390.117075              VH_T=    0.000000            
n=36  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1697.413408              sigX_q= -636.045062              sigX_T= -211.314666              VH_q= 1697.413408              VH_T=    0.000000            
n=37  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1697.413408              sigX_q= -636.045062              sigX_T= -211.314666              VH_q= 1697.413408              VH_T=    0.000000            
n=38  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1275.868260              sigX_q= -709.060240              sigX_T= -810.667093              VH_q= 1275.868260              VH_T=   -0.000000            
n=39  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1275.868260              sigX_q= -709.060240              sigX_T= -810.667093              VH_q= 1275.868260              VH_T=   -0.000000            
n=40  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  868.040179              sigX_q= -385.866477              sigX_T= -421.874036              VH_q=  868.040179              VH_T=    0.000000            
n=41  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  868.040179              sigX_q= -385.866477              sigX_T= -421.874036              VH_q=  868.040179              VH_T=    0.000000            
n=42  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1041.390420              sigX_q= -566.062485              sigX_T= -170.276056              VH_q= 1041.390420              VH_T=    0.000000            
n=43  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1041.390420              sigX_q= -566.062485              sigX_T= -170.276056              VH_q= 1041.390420              VH_T=    0.000000            
n=44  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1256.970761              sigX_q= -522.004849              sigX_T=-2035.377708              VH_q= 1256.970761              VH_T=   -0.000000            
n=45  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1256.970761              sigX_q= -522.004849              sigX_T=-2035.377708              VH_q= 1256.970761              VH_T=   -0.000000            
n=46  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1746.270957              sigX_q= -623.963896              sigX_T=-1316.960451              VH_q= 1746.270957              VH_T=   -0.000000            
n=47  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 1746.270957              sigX_q= -623.963896              sigX_T=-1316.960451              VH_q= 1746.270957              VH_T=   -0.000000            
n=48  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2731.754124              sigX_q= -961.932151              sigX_T= -945.308605              VH_q= 2731.754124              VH_T=    0.000000            
n=49  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2731.754124              sigX_q= -961.932151              sigX_T= -945.308605              VH_q= 2731.754124              VH_T=    0.000000            
n=50  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 3121.126097              sigX_q=-1070.278945              sigX_T=-1069.631771              VH_q= 3121.126097              VH_T=   -0.000000            
n=51  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 3121.126097              sigX_q=-1070.278945              sigX_T=-1069.631771              VH_q= 3121.126097              VH_T=   -0.000000            
n=52  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 3005.876750              sigX_q= -856.193294              sigX_T= -571.180477              VH_q= 3005.876750              VH_T=    0.000000            
n=53  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 3005.876750              sigX_q= -856.193294              sigX_T= -571.180477              VH_q= 3005.876750              VH_T=    0.000000            
n=54  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2232.950737              sigX_q=-1195.695977              sigX_T= -102.650733              VH_q= 2232.950737              VH_T=    0.000000            
n=55  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH= 2232.950737              sigX_q=-1195.695977              sigX_T= -102.650733              VH_q= 2232.950737              VH_T=    0.000000            
