n=1   sigX=  -16.062387              sigC=  235.159454+-31.288706i  sigXC=  219.097068+-31.288706i  VH=    4.586573
n=2   sigX=  -13.855129              sigC=  -14.584382+-286.575276i  sigXC=  -28.439511+-286.575276i  VH=    2.951146
n=3   sigX=  -13.855129              sigC=  -14.584382+-286.575276i  sigXC=  -28.439511+-286.575276i  VH=    2.951146
n=4   sigX=  -13.539803              sigC=   44.594574+-155361.280600i  sigXC=   31.054771+-155361.280600i  VH=    5.041042
n=5   sigX=  -13.539803              sigC=   44.594574+-155361.280600i  sigXC=   31.054771+-155361.280600i  VH=    5.041042
n=6   sigX=  -13.529321              sigC=   44.998186+154795.844148i  sigXC=   31.468865+154795.844148i  VH=    5.034081
n=7   sigX=  -13.529321              sigC=   44.998186+154795.844148i  sigXC=   31.468865+154795.844148i  VH=    5.034081
n=8   sigX=   -5.024841              sigC=  228.949286+803.469927i  sigXC=  223.924444+803.469927i  VH=    2.923541
n=9   sigX=   -5.024841              sigC=  228.949286+803.469927i  sigXC=  223.924444+803.469927i  VH=    2.923541
n=10  sigX=   -4.426827              sigC=  -81.808508+14953.568485i  sigXC=  -86.235334+14953.568485i  VH=    1.438974
n=11  sigX=   -4.426827              sigC=  -81.808508+14953.568485i  sigXC=  -86.235334+14953.568485i  VH=    1.438974
n=12  sigX=   -4.422074              sigC=  -83.969426+-15444.511615i  sigXC=  -88.391501+-15444.511615i  VH=    1.426582
n=13  sigX=   -4.422074              sigC=  -83.969426+-15444.511615i  sigXC=  -88.391501+-15444.511615i  VH=    1.426582
n=14  sigX=   -1.983571              sigC= -132.628631+-212.197707i  sigXC= -134.612202+-212.197707i  VH=   -2.704550
n=15  sigX=   -1.983571              sigC= -132.628631+-212.197707i  sigXC= -134.612202+-212.197707i  VH=   -2.704550

k-point 2:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -16.062387              sigC=   25.099997+-30.372840i  sigXC=    9.037610+-30.372840i  VH=    4.586573
n=1   sigX=  -16.062387              sigC=   25.099997+-30.372840i  sigXC=    9.037610+-30.372840i  VH=    4.586573
n=2   sigX=  -13.855129              sigC=  384.476342+-248.558008i  sigXC=  370.621213+-248.558008i  VH=    2.951146
n=3   sigX=  -13.855129              sigC=  384.476342+-248.558008i  sigXC=  370.621213+-248.558008i  VH=    2.951146
n=4   sigX=  -13.539803              sigC= -139.126413+-191016.119871i  sigXC= -152.666216+-191016.119871i  VH=    5.041042
n=5   sigX=  -13.539803              sigC= -139.126413+-191016.119871i  sigXC= -152.666216+-191016.119871i  VH=    5.041042
n=6   sigX=  -13.529321              sigC= -138.866575+190451.750022i  sigXC= -152.395896+190451.750022i  VH=    5.034081
n=7   sigX=  -13.529321              sigC= -138.866575+190451.750022i  sigXC= -152.395896+190451.750022i  VH=    5.034081
n=8   sigX=   -5.024841              sigC= -341.088433+730.454931i  sigXC= -346.113275+730.454931i  VH=    2.923542
n=9   sigX=   -5.024841              sigC= -341.088433+730.454931i  sigXC= -346.113275+730.454931i  VH=    2.923542
n=10  sigX=   -4.426827              sigC= -128.235288+33436.568029i  sigXC= -132.662115+33436.568029i  VH=    1.438974
n=11  sigX=   -4.426827              sigC= -128.235288+33436.568029i  sigXC= -132.662115+33436.568029i  VH=    1.438974
n=12  sigX=   -4.422074              sigC= -127.429582+-33790.780240i  sigXC= -131.851657+-33790.780240i  VH=    1.426582
n=13  sigX=   -4.422074              sigC= -127.429582+-33790.780240i  sigXC= -131.851657+-33790.780240i  VH=    1.426582
n=14  sigX=   -1.983571              sigC=  -13.474019+-201.667170i  sigXC=  -15.457590+-201.667170i  VH=   -2.704550
n=15  sigX=   -1.983571              sigC=  -13.474019+-201.667170i  sigXC=  -15.457590+-201.667170i  VH=   -2.704550

k-point 3:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -15.232416              sigC=   51.503806+-230.564810i  sigXC=   36.271390+-230.564810i  VH=    4.595843
n=1   sigX=  -15.232416              sigC=   51.503806+-230.564810i  sigXC=   36.271390+-230.564810i  VH=    4.595843
n=2   sigX=  -15.232416              sigC=   51.503806+-230.564810i  sigXC=   36.271390+-230.564810i  VH=    4.595843
n=3   sigX=  -15.232416              sigC=   51.503806+-230.564810i  sigXC=   36.271390+-230.564810i  VH=    4.595843
n=4   sigX=  -13.261530              sigC=   39.212631+-352.319276i  sigXC=   25.951101+-352.319276i  VH=    3.818524
n=5   sigX=  -13.261530              sigC=   39.212631+-352.319276i  sigXC=   25.951101+-352.319276i  VH=    3.818524
n=6   sigX=  -13.261530              sigC=   39.212631+-352.319276i  sigXC=   25.951101+-352.319276i  VH=    3.818524
n=7   sigX=  -13.261530              sigC=   39.212631+-352.319276i  sigXC=   25.951101+-352.319276i  VH=    3.818524
n=8   sigX=   -4.172425              sigC= -334.674124+-16.856805i  sigXC= -338.846549+-16.856805i  VH=    0.010601
n=9   sigX=   -4.172425              sigC= -334.674124+-16.856805i  sigXC= -338.846549+-16.856805i  VH=    0.010601
n=10  sigX=   -4.172425              sigC= -334.674124+-16.856805i  sigXC= -338.846549+-16.856805i  VH=    0.010601
n=11  sigX=   -4.172425              sigC= -334.674124+-16.856805i  sigXC= -338.846549+-16.856805i  VH=    0.010601
n=12  sigX=   -3.769859              sigC=  422.751861+168.886196i  sigXC=  418.982002+168.886196i  VH=    3.954423
n=13  sigX=   -3.769859              sigC=  422.751861+168.886196i  sigXC=  418.982002+168.886196i  VH=    3.954423
n=14  sigX=   -3.769859              sigC=  422.751861+168.886196i  sigXC=  418.982002+168.886196i  VH=    3.954423
n=15  sigX=   -3.769859              sigC=  422.751861+168.886196i  sigXC=  418.982002+168.886196i  VH=    3.954423

k-point 4:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -16.062387              sigC=  595.823921+-41.773594i  sigXC=  579.761535+-41.773594i  VH=    4.586573
n=1   sigX=  -16.062387              sigC=  595.823921+-41.773594i  sigXC=  579.761535+-41.773594i  VH=    4.586573
n=2   sigX=  -13.855129              sigC=  -61.725924+-247.163866i  sigXC=  -75.581053+-247.163866i  VH=    2.951146
n=3   sigX=  -13.855129              sigC=  -61.725924+-247.163866i  sigXC=  -75.581053+-247.163866i  VH=    2.951146
n=4   sigX=  -13.539750              sigC=   63.559492+-174573.792905i  sigXC=   50.019742+-174573.792905i  VH=    5.041042
n=5   sigX=  -13.539750              sigC=   63.559492+-174573.792905i  sigXC=   50.019742+-174573.792905i  VH=    5.041042
n=6   sigX=  -13.529373              sigC=   63.763805+173996.157231i  sigXC=   50.234432+173996.157231i  VH=    5.034081
n=7   sigX=  -13.529373              sigC=   63.763805+173996.157231i  sigXC=   50.234432+173996.157231i  VH=    5.034081
n=8   sigX=   -5.024842              sigC= -247.904240+826.139060i  sigXC= -252.929082+826.139060i  VH=    2.923542
n=9   sigX=   -5.024842              sigC= -247.904240+826.139060i  sigXC= -252.929082+826.139060i  VH=    2.923542
n=10  sigX=   -4.426819              sigC= -278.773613+46289.890210i  sigXC= -283.200432+46289.890210i  VH=    1.438974
n=11  sigX=   -4.426819              sigC= -278.773613+46289.890210i  sigXC= -283.200432+46289.890210i  VH=    1.438974
n=12  sigX=   -4.422082              sigC= -277.471103+-46608.353900i  sigXC= -281.893184+-46608.353900i  VH=    1.426582
n=13  sigX=   -4.422082              sigC= -277.471103+-46608.353900i  sigXC= -281.893184+-46608.353900i  VH=    1.426582
n=14  sigX=   -1.983571              sigC=  -57.676643+-198.436545i  sigXC=  -59.660214+-198.436545i  VH=   -2.704550
n=15  sigX=   -1.983571              sigC=  -57.676643+-198.436545i  sigXC=  -59.660214+-198.436545i  VH=   -2.704550

k-point 5:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -15.232410              sigC=  176.775012+-176.235299i  sigXC=  161.542602+-176.235299i  VH=    4.595843
n=1   sigX=  -15.232410              sigC=  176.775012+-176.235299i  sigXC=  161.542602+-176.235299i  VH=    4.595843
n=2   sigX=  -15.232410              sigC=  176.775012+-176.235299i  sigXC=  161.542602+-176.235299i  VH=    4.595843
n=3   sigX=  -15.232410              sigC=  176.775012+-176.235299i  sigXC=  161.542602+-176.235299i  VH=    4.595843
n=4   sigX=  -13.261527              sigC=  -54.081449+-387.208270i  sigXC=  -67.342976+-387.208270i  VH=    3.818524
n=5   sigX=  -13.261527              sigC=  -54.081449+-387.208270i  sigXC=  -67.342976+-387.208270i  VH=    3.818524
n=6   sigX=  -13.261527              sigC=  -54.081449+-387.208270i  sigXC=  -67.342976+-387.208270i  VH=    3.818524
n=7   sigX=  -13.261527              sigC=  -54.081449+-387.208270i  sigXC=  -67.342976+-387.208270i  VH=    3.818524
n=8   sigX=   -4.172440              sigC=   47.803532+ 66.279065i  sigXC=   43.631092+ 66.279065i  VH=    0.010601
n=9   sigX=   -4.172440              sigC=   47.803532+ 66.279065i  sigXC=   43.631092+ 66.279065i  VH=    0.010601
n=10  sigX=   -4.172440              sigC=   47.803532+ 66.279065i  sigXC=   43.631092+ 66.279065i  VH=    0.010601
n=11  sigX=   -4.172440              sigC=   47.803532+ 66.279065i  sigXC=   43.631092+ 66.279065i  VH=    0.010601
n=12  sigX=   -3.769862              sigC=  -50.804789+365.539732i  sigXC=  -54.574651+365.539732i  VH=    3.954423
n=13  sigX=   -3.769862              sigC=  -50.804789+365.539732i  sigXC=  -54.574651+365.539732i  VH=    3.954423
n=14  sigX=   -3.769862              sigC=  -50.804789+365.539732i  sigXC=  -54.574651+365.539732i  VH=    3.954423
n=15  sigX=   -3.769862              sigC=  -50.804789+365.539732i  sigXC=  -54.574651+365.539732i  VH=    3.954423

k-point 6:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -15.232425              sigC= -152.381444+-518.988466i  sigXC= -167.613870+-518.988466i  VH=    4.595843
n=1   sigX=  -15.232425              sigC= -152.381444+-518.988466i  sigXC= -167.613870+-518.988466i  VH=    4.595843
n=2   sigX=  -15.232425              sigC= -152.381444+-518.988466i  sigXC= -167.613870+-518.988466i  VH=    4.595843
n=3   sigX=  -15.232425              sigC= -152.381444+-518.988466i  sigXC= -167.613870+-518.988466i  VH=    4.595843
n=4   sigX=  -13.261534              sigC=  207.171982+-199.741476i  sigXC=  193.910448+-199.741476i  VH=    3.818524
n=5   sigX=  -13.261534              sigC=  207.171982+-199.741476i  sigXC=  193.910448+-199.741476i  VH=    3.818524
n=6   sigX=  -13.261534              sigC=  207.171982+-199.741476i  sigXC=  193.910448+-199.741476i  VH=    3.818524
n=7   sigX=  -13.261534              sigC=  207.171982+-199.741476i  sigXC=  193.910448+-199.741476i  VH=    3.818524
n=8   sigX=   -4.172403              sigC=  124.364383+-318.481217i  sigXC=  120.191980+-318.481217i  VH=    0.010601
n=9   sigX=   -4.172403              sigC=  124.364383+-318.481217i  sigXC=  120.191980+-318.481217i  VH=    0.010601
n=10  sigX=   -4.172403              sigC=  124.364383+-318.481217i  sigXC=  120.191980+-318.481217i  VH=    0.010601
n=11  sigX=   -4.172403              sigC=  124.364383+-318.481217i  sigXC=  120.191980+-318.481217i  VH=    0.010601
n=12  sigX=   -3.769854              sigC= -701.368761+3247.838245i  sigXC= -705.138615+3247.838245i  VH=    3.954423
n=13  sigX=   -3.769854              sigC= -701.368761+3247.838245i  sigXC= -705.138615+3247.838245i  VH=    3.954423
n=14  sigX=   -3.769854              sigC= -701.368761+3247.838245i  sigXC= -705.138615+3247.838245i  VH=    3.954423
n=15  sigX=   -3.769854              sigC= -701.368761+3247.838245i  sigXC= -705.138615+3247.838245i  VH=    3.954423

k-point 7:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -16.062387              sigC=  250.817877+-22.180755i  sigXC=  234.755491+-22.180755i  VH=    4.586573
n=1   sigX=  -16.062387              sigC=  250.817877+-22.180755i  sigXC=  234.755491+-22.180755i  VH=    4.586573
n=2   sigX=  -13.855129              sigC=  -76.609949+-260.593440i  sigXC=  -90.465078+-260.593440i  VH=    2.951146
n=3   sigX=  -13.855129              sigC=  -76.609949+-260.593440i  sigXC=  -90.465078+-260.593440i  VH=    2.951146
n=4   sigX=  -13.539916              sigC=  213.339190+-185471.741817i  sigXC=  199.799274+-185471.741817i  VH=    5.041042
n=5   sigX=  -13.539916              sigC=  213.339190+-185471.741817i  sigXC=  199.799274+-185471.741817i  VH=    5.041042
n=6   sigX=  -13.529208              sigC=  213.091355+184942.918442i  sigXC=  199.562148+184942.918442i  VH=    5.034081
n=7   sigX=  -13.529208              sigC=  213.091355+184942.918442i  sigXC=  199.562148+184942.918442i  VH=    5.034081
n=8   sigX=   -5.024841              sigC=  -26.204014+854.579202i  sigXC=  -31.228855+854.579202i  VH=    2.923542
n=9   sigX=   -5.024841              sigC=  -26.204014+854.579202i  sigXC=  -31.228855+854.579202i  VH=    2.923542
n=10  sigX=   -4.426829              sigC=   40.346930+38791.523458i  sigXC=   35.920101+38791.523458i  VH=    1.438974
n=11  sigX=   -4.426829              sigC=   40.346930+38791.523458i  sigXC=   35.920101+38791.523458i  VH=    1.438974
n=12  sigX=   -4.422073              sigC=   40.275580+-39226.740753i  sigXC=   35.853507+-39226.740753i  VH=    1.426582
n=13  sigX=   -4.422073              sigC=   40.275580+-39226.740753i  sigXC=   35.853507+-39226.740753i  VH=    1.426582
n=14  sigX=   -1.983571              sigC=  -10.957244+-221.596467i  sigXC=  -12.940815+-221.596467i  VH=   -2.704550
n=15  sigX=   -1.983571              sigC=  -10.957244+-221.596467i  sigXC=  -12.940815+-221.596467i  VH=   -2.704550
