# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 174

── Peak live HBM  at t=13.42s  ──────────────────────────
bytes_in_use                = 5.25 GiB
device.peak_bytes_in_use    = 9.21 GiB  (cumulative)
sum of jax.live_arrays()    = 16.95 GiB
n live arrays at peak        = 34

Top JAX arrays at peak:
            size  dtype         shape
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
     1012.50 MiB  complex128    (9, 80, 2, 24, 24, 80)
       56.25 MiB  complex128    (9, 640, 640)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 80, 2, 640)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.60          0.00 B        0          0.00 B
    2.85          0.00 B        0          0.00 B
    3.10          0.00 B        0          0.00 B
    3.35          0.00 B        0          0.00 B
    3.60          0.00 B        0          0.00 B
    3.85          0.00 B        0          0.00 B
    4.10          0.00 B        0          0.00 B
    4.40        256.00 B        0          0.00 B
    4.65        512.00 B        2         24.00 B
    4.90        768.00 B        3         40.00 B
    5.15       28.13 MiB        4       28.13 MiB
    5.40      267.19 MiB        6        1.02 GiB
    5.65      267.19 MiB        8        1.02 GiB
    5.90      267.21 MiB       12        1.02 GiB
    6.15      267.21 MiB       16        1.02 GiB
    6.40      267.21 MiB       16        1.02 GiB
    6.65        1.02 GiB       16        1.02 GiB
    6.90        1.02 GiB       16        1.02 GiB
    7.15        1.02 GiB       16        1.02 GiB
    7.40        1.02 GiB       16        1.02 GiB
    7.65       21.08 MiB       16       28.14 MiB
    7.90       28.11 MiB       18       42.20 MiB
    8.15       67.27 MiB       20       84.39 MiB
    8.40       67.27 MiB       20       84.39 MiB
    8.65       77.33 MiB       22      196.89 MiB
    8.90       91.39 MiB       23      253.14 MiB
    9.15       91.39 MiB       26      253.14 MiB
    9.41       91.39 MiB       23      253.14 MiB
    9.66       91.39 MiB       23      253.14 MiB
    9.91       91.39 MiB       23      253.14 MiB
   10.16      114.83 MiB       23      253.14 MiB
   10.41      114.83 MiB       23      253.14 MiB
   10.66      114.83 MiB       23      253.14 MiB
   10.91       63.27 MiB       22      140.64 MiB
   11.16      822.64 MiB       23        2.11 GiB
   11.41      822.64 MiB       25        2.11 GiB
   11.66      822.65 MiB       31        2.11 GiB
   11.91        1.05 GiB       32        3.10 GiB
   12.16      822.65 MiB       32        2.11 GiB
   12.41        2.29 GiB       32        9.04 GiB
   12.66        1.30 GiB       31        5.08 GiB
   12.92        1.30 GiB       31        5.08 GiB
   13.17        4.32 GiB       31        5.08 GiB
   13.42        5.25 GiB       34       16.95 GiB
   13.67        5.25 GiB       34       16.95 GiB
   13.92        5.25 GiB       34       16.95 GiB
