# Generated by LORRAX 0.1.0 at 2026-05-06 09:15:01 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -16.544214              sigC=    4.271418+  0.000001i  sigXC=  -12.272796+  0.000001i  VH=    3.563344
n=1   sigX=  -16.544214              sigC=    4.271418+  0.000001i  sigXC=  -12.272796+  0.000001i  VH=    3.563344
n=2   sigX=  -13.713586              sigC=   -0.543866+8538.741405i  sigXC=  -14.257453+8538.741405i  VH=    5.752350
n=3   sigX=  -13.713586              sigC=   -0.543866+8538.741405i  sigXC=  -14.257453+8538.741405i  VH=    5.752350
n=4   sigX=  -13.700769              sigC=   -0.547765+-1701.368523i  sigXC=  -14.248534+-1701.368523i  VH=    5.743043
n=5   sigX=  -13.700769              sigC=   -0.547765+-1701.368523i  sigXC=  -14.248534+-1701.368523i  VH=    5.743043
n=6   sigX=  -13.700769              sigC=   -0.547765+-1701.368523i  sigXC=  -14.248534+-1701.368523i  VH=    5.743043
n=7   sigX=  -13.700769              sigC=   -0.547765+-1701.368523i  sigXC=  -14.248534+-1701.368523i  VH=    5.743043
n=8   sigX=   -4.923722              sigC=   -5.274041+-5377.279183i  sigXC=  -10.197764+-5377.279183i  VH=    2.343337
n=9   sigX=   -4.923722              sigC=   -5.274041+-5377.279183i  sigXC=  -10.197764+-5377.279183i  VH=    2.343337
n=10  sigX=   -4.911921              sigC=   -5.281418+2598.428920i  sigXC=  -10.193339+2598.428920i  VH=    2.327177
n=11  sigX=   -4.911921              sigC=   -5.281418+2598.428920i  sigXC=  -10.193339+2598.428920i  VH=    2.327177
n=12  sigX=   -4.911921              sigC=   -5.281418+2598.428920i  sigXC=  -10.193339+2598.428920i  VH=    2.327177
n=13  sigX=   -4.911921              sigC=   -5.281418+2598.428920i  sigXC=  -10.193339+2598.428920i  VH=    2.327177
n=14  sigX=   -5.000653              sigC=   -7.014470+ -0.000001i  sigXC=  -12.015123+ -0.000001i  VH=    5.245776
n=15  sigX=   -5.000653              sigC=   -7.014470+ -0.000001i  sigXC=  -12.015123+ -0.000001i  VH=    5.245776

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -16.065702              sigC=    6.554755+  5.868320i  sigXC=   -9.510948+  5.868320i  VH=    4.567523
n=1   sigX=  -16.065702              sigC=    6.554755+  5.868320i  sigXC=   -9.510948+  5.868320i  VH=    4.567523
n=2   sigX=  -13.867923              sigC=    3.247724+ 20.311305i  sigXC=  -10.620199+ 20.311305i  VH=    2.888968
n=3   sigX=  -13.867923              sigC=    3.247724+ 20.311305i  sigXC=  -10.620199+ 20.311305i  VH=    2.888968
n=4   sigX=  -13.538459              sigC=   -0.040604+10394.764541i  sigXC=  -13.579063+10394.764541i  VH=    5.033319
n=5   sigX=  -13.538459              sigC=   -0.040604+10394.764541i  sigXC=  -13.579063+10394.764541i  VH=    5.033319
n=6   sigX=  -13.527948              sigC=   -0.045572+-10310.788735i  sigXC=  -13.573519+-10310.788735i  VH=    5.026604
n=7   sigX=  -13.527948              sigC=   -0.045572+-10310.788735i  sigXC=  -13.573519+-10310.788735i  VH=    5.026604
n=8   sigX=   -5.037605              sigC=   -5.422481+  9.688911i  sigXC=  -10.460086+  9.688911i  VH=    2.837203
n=9   sigX=   -5.037605              sigC=   -5.422481+  9.688911i  sigXC=  -10.460086+  9.688911i  VH=    2.837203
n=10  sigX=   -4.431180              sigC=   -5.262118+-169.698250i  sigXC=   -9.693298+-169.698250i  VH=    1.395559
