HloModule jit__fft_gather_reshard, entry_computation_layout={(c128[9,80,4,24,24,80]{5,4,3,2,1,0})->(c128[9,80,4,672]{3,2,1,0}, c128[9,672,80,4]{3,2,1,0})}, allow_spmd_sharding_propagation_to_output={true,true}, num_partitions=16

ENTRY %main.143 (Arg_0.1: c128[9,80,4,24,24,80]) -> (c128[9,80,4,672], c128[9,672,80,4]) {
  %broadcast.65 = f64[9,24,24,80]{3,2,1,0} broadcast(%multiply.8), dimensions={0,1,2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %multiply.5 = f64[9,24,24]{2,1,0} multiply(%reshape.66, %reshape.64), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %broadcast.62 = f64[9,24,24,80]{3,2,1,0} broadcast(%multiply.5), dimensions={0,1,2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %select.81 = f64[9,24,24,80]{3,2,1,0} select(%broadcast.60, %broadcast.65, %broadcast.62), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %select.82 = f64[9,24,24,80]{3,2,1,0} select(%broadcast.39, %broadcast.10, %select.81), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %complex.83 = c128[9,24,24,80]{3,2,1,0} complex(%select.75, %select.82), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %broadcast.87 = c128[9,80,4,24,24,80]{5,4,3,2,1,0} broadcast(%complex.83), dimensions={0,3,4,5}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=750}
  %multiply.88 = c128[9,80,4,24,24,80]{5,4,3,2,1,0} multiply(%custom-call.30, %broadcast.87), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=750}
  %constant.34 = c128[] constant((214.66252583997982, 0)), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/convert_element_type" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=751}
  %broadcast.90 = c128[9,80,4,24,24,80]{5,4,3,2,1,0} broadcast(%constant.34), dimensions={}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=751}
  %multiply.91 = c128[9,80,4,24,24,80]{5,4,3,2,1,0} multiply(%multiply.88, %broadcast.90), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=751}
  %reshape.92 = c128[9,80,4,46080]{3,2,1,0} reshape(%multiply.91), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/reshape" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=756}
  %constant.22 = s64[661,1]{1,0} constant({...}), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/jit(_take)/broadcast_in_dim" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=757}
  %gather.0 = c128[9,80,4,661]{3,2,1,0} gather(%reshape.92, %constant.22), offset_dims={0,1,2}, collapsed_slice_dims={3}, start_index_map={3}, index_vector_dim=1, slice_sizes={9,80,4,1}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/jit(_take)/gather" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=757}
  %constant.35 = c128[] constant((0, 0)), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/jit(_pad)/convert_element_type" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=767}
  %pad.0 = c128[9,80,4,672]{3,2,1,0} pad(%gather.0, %constant.35), padding=0_0x0_0x0_0x0_11, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/jit(_pad)/pad" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=767}
  %custom-call.134 = c128[9,80,4,672]{3,2,1,0} custom-call(%pad.0), custom_call_target="Sharding", sharding={devices=[1,4,1,1,4]<=[4,4]T(1,0) last_tile_dim_replicate}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/sharding_constraint" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=774}
  %custom-call.135 = c128[9,80,4,672]{3,2,1,0} custom-call(%custom-call.134), custom_call_target="Sharding", sharding={devices=[1,1,1,4,4]<=[4,4]T(1,0) last_tile_dim_replicate}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/sharding_constraint" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=776}
  %real.0 = f64[9,80,4,672]{3,2,1,0} real(%custom-call.135), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/real" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=779}
  %imag.0 = f64[9,80,4,672]{3,2,1,0} imag(%custom-call.135), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/imag" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=779}
  %negate.0 = f64[9,80,4,672]{3,2,1,0} negate(%imag.0), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/neg" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=779}
  %complex.0 = c128[9,80,4,672]{3,2,1,0} complex(%real.0, %negate.0), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/complex" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=779}
  %transpose.11 = c128[9,672,80,4]{1,3,2,0} transpose(%complex.0), dimensions={0,3,1,2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/complex" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=779}
  %custom-call.141 = c128[9,672,80,4]{3,2,1,0} custom-call(%transpose.11), custom_call_target="Sharding", sharding={devices=[1,4,1,1,4]<=[16] last_tile_dim_replicate}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/sharding_constraint" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=780}
  ROOT %tuple.142 = (c128[9,80,4,672]{3,2,1,0}, c128[9,672,80,4]{3,2,1,0}) tuple(%custom-call.135, %custom-call.141)
}

