HloModule jit__fft_gather_reshard, entry_computation_layout={(c128[9,80,4,24,24,80]{5,4,3,2,1,0})->(c128[9,80,4,672]{3,2,1,0}, c128[9,672,80,4]{3,2,1,0})}, allow_spmd_sharding_propagation_to_output={true,true}, num_partitions=16

ENTRY %main.143 (Arg_0.1: c128[9,80,4,24,24,80]) -> (c128[9,80,4,672], c128[9,672,80,4]) {
  %constant.9 = f64[] constant(0)
  %Arg_0.1 = c128[9,80,4,24,24,80]{5,4,3,2,1,0} parameter(0), sharding={devices=[1,16,1,1,1,1]<=[16]}, metadata={op_name="psi_G"}
  %custom-call.20 = c128[9,80,4,24,24,80]{5,4,3,2,1,0} custom-call(%Arg_0.1), custom_call_target="Sharding", sharding={devices=[1,16,1,1,1,1]<=[16]}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/shard_map" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=742}
  %custom-call.21 = c128[9,5,4,24,24,80]{5,4,3,2,1,0} custom-call(%custom-call.20), custom_call_target="SPMDFullToShardShape", sharding={manual}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/shard_map" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=742}
  %fft.1 = c128[9,5,4,24,24,80]{5,4,3,2,1,0} fft(%custom-call.21), fft_type=IFFT, fft_length={24,24,80}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/jit(shmap_body)/jit(fft)/fft" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/fft_helpers.py" source_line=325}
  %custom-call.29 = c128[9,5,4,24,24,80]{5,4,3,2,1,0} custom-call(%fft.1), custom_call_target="Sharding", sharding={manual}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/shard_map" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=742}
  %custom-call.30 = c128[9,80,4,24,24,80]{5,4,3,2,1,0} custom-call(%custom-call.29), custom_call_target="SPMDShardToFullShape", sharding={devices=[1,16,1,1,1,1]<=[16]}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/shard_map" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=742}
  %constant.27 = f64[9]{0} constant({0, 0, 0, 0.33333333333333331, 0.33333333333333331, 0.33333333333333331, 0.66666666666666663, 0.66666666666666663, 0.66666666666666663}), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %broadcast.33 = f64[9,24,1,1]{3,2,1,0} broadcast(%constant.27), dimensions={0}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %constant.28 = f64[24]{0} constant({...}), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %broadcast.36 = f64[9,24,1,1]{3,2,1,0} broadcast(%constant.28), dimensions={1}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %multiply.37 = f64[9,24,1,1]{3,2,1,0} multiply(%broadcast.33, %broadcast.36), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %reshape.10 = f64[9,24]{1,0} reshape(%multiply.37), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %broadcast.47 = f64[9,24,24,1]{3,2,1,0} broadcast(%reshape.10), dimensions={0,1}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %constant.29 = f64[9]{0} constant({0, 0.33333333333333331, 0.66666666666666663, 0, 0.33333333333333331, 0.66666666666666663, 0, 0.33333333333333331, 0.66666666666666663}), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=746}
  %broadcast.40 = f64[9,1,24,1]{3,2,1,0} broadcast(%constant.29), dimensions={0}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=746}
  %constant.30 = f64[24]{0} constant({...}), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=746}
  %broadcast.43 = f64[9,1,24,1]{3,2,1,0} broadcast(%constant.30), dimensions={2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=746}
  %multiply.44 = f64[9,1,24,1]{3,2,1,0} multiply(%broadcast.40, %broadcast.43), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=746}
  %reshape.19 = f64[9,24]{1,0} reshape(%multiply.44), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %broadcast.50 = f64[9,24,24,1]{3,2,1,0} broadcast(%reshape.19), dimensions={0,2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %add.51 = f64[9,24,24,1]{3,2,1,0} add(%broadcast.47, %broadcast.50), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %convert.2 = c128[9,24,24,1]{3,2,1,0} convert(%add.51), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/convert_element_type" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=744}
  %constant.3 = c128[] constant((0, 6.2831853071795862))
  %broadcast.66 = c128[9,24,24,1]{3,2,1,0} broadcast(%constant.3), dimensions={}
  %multiply.9 = c128[9,24,24,1]{3,2,1,0} multiply(%convert.2, %broadcast.66), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/mul" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=744}
  %real.2 = f64[9,24,24,1]{3,2,1,0} real(%multiply.9), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %exponential.2 = f64[9,24,24,1]{3,2,1,0} exponential(%real.2), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %reshape.66 = f64[9,24,24]{2,1,0} reshape(%exponential.2), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %constant.13 = f64[] constant(inf)
  %broadcast.57 = f64[9,24,24]{2,1,0} broadcast(%constant.13), dimensions={}
  %compare.4 = pred[9,24,24]{2,1,0} compare(%reshape.66, %broadcast.57), direction=EQ, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %broadcast.60 = pred[9,24,24,80]{3,2,1,0} broadcast(%compare.4), dimensions={0,1,2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %constant.11 = f64[] constant(0.5)
  %broadcast.68 = f64[9,24,24,1]{3,2,1,0} broadcast(%constant.11), dimensions={}
  %multiply.10 = f64[9,24,24,1]{3,2,1,0} multiply(%real.2, %broadcast.68), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %exponential.3 = f64[9,24,24,1]{3,2,1,0} exponential(%multiply.10), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %reshape.76 = f64[9,24,24]{2,1,0} reshape(%exponential.3), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %imag.2 = f64[9,24,24,1]{3,2,1,0} imag(%multiply.9), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %cosine.1 = f64[9,24,24,1]{3,2,1,0} cosine(%imag.2), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %reshape.58 = f64[9,24,24]{2,1,0} reshape(%cosine.1), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %multiply.3 = f64[9,24,24]{2,1,0} multiply(%reshape.76, %reshape.58), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %multiply.6 = f64[9,24,24]{2,1,0} multiply(%multiply.3, %reshape.76), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %broadcast.63 = f64[9,24,24,80]{3,2,1,0} broadcast(%multiply.6), dimensions={0,1,2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %multiply.4 = f64[9,24,24]{2,1,0} multiply(%reshape.66, %reshape.58), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %broadcast.55 = f64[9,24,24,80]{3,2,1,0} broadcast(%multiply.4), dimensions={0,1,2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %select.75 = f64[9,24,24,80]{3,2,1,0} select(%broadcast.60, %broadcast.63, %broadcast.55), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %constant.39 = f64[] constant(0)
  %broadcast.70 = f64[9,24,24,1]{3,2,1,0} broadcast(%constant.39), dimensions={}
  %compare.5 = pred[9,24,24,1]{3,2,1,0} compare(%imag.2, %broadcast.70), direction=EQ, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %reshape.62 = pred[9,24,24]{2,1,0} reshape(%compare.5), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %broadcast.39 = pred[9,24,24,80]{3,2,1,0} broadcast(%reshape.62), dimensions={0,1,2}, metadata={op_name="jit(_fft_gather_reshard)/jit(main)/add" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=745}
  %constant.38 = f64[] constant(0)
  %broadcast.10 = f64[9,24,24,80]{3,2,1,0} broadcast(%constant.38), dimensions={}
  %sine.1 = f64[9,24,24,1]{3,2,1,0} sine(%imag.2), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %reshape.64 = f64[9,24,24]{2,1,0} reshape(%sine.1), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %multiply.7 = f64[9,24,24]{2,1,0} multiply(%reshape.76, %reshape.64), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
  %multiply.8 = f64[9,24,24]{2,1,0} multiply(%multiply.7, %reshape.76), metadata={op_name="jit(_fft_gather_reshard)/jit(main)/exp" source_file="/global/u2/j/jackm/software/lorrax_A/src/common/load_wfns.py" source_line=743}
