# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 42

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.37          0.00 B        0          0.00 B
    2.62          0.00 B        0          0.00 B
    2.88          0.00 B        4        7.50 MiB
    3.13          0.00 B        4        7.50 MiB
    3.38          0.00 B        4        7.50 MiB
    3.63          0.00 B        4        7.50 MiB
    3.88          0.00 B       11      243.56 MiB
    4.13          0.00 B       11      243.56 MiB
    4.38          0.00 B       10      243.53 MiB
    4.63          0.00 B       11      243.53 MiB
    4.88          0.00 B       12      243.54 MiB
    5.13          0.00 B       14      250.57 MiB
    5.38          0.00 B       18      254.08 MiB
    5.63          0.00 B       10      243.53 MiB
    5.88          0.00 B       11      243.53 MiB
    6.14          0.00 B       12      243.53 MiB
    6.39          0.00 B       12      243.53 MiB
    6.64          0.00 B       12      243.53 MiB
    6.89          0.00 B       12      243.53 MiB
    7.14          0.00 B       12      243.53 MiB
    7.39          0.00 B       12      243.53 MiB
    7.64          0.00 B       12      243.53 MiB
    7.89          0.00 B       12      243.53 MiB
    8.14          0.00 B       12      243.53 MiB
    8.39          0.00 B       12      243.53 MiB
    8.64          0.00 B       12      243.53 MiB
    8.89          0.00 B       12      243.53 MiB
    9.14          0.00 B       12      243.53 MiB
    9.39          0.00 B       12      243.53 MiB
    9.64          0.00 B       12      243.53 MiB
    9.89          0.00 B       12      243.53 MiB
   10.14          0.00 B       12      243.53 MiB
   10.39          0.00 B       12      243.53 MiB
   10.65          0.00 B       12      243.53 MiB
   10.90          0.00 B       12      243.53 MiB
   11.35          0.00 B        2         16.00 B
   11.94          0.00 B        2         16.00 B
   12.19          0.00 B        2         16.00 B
   12.45          0.00 B        2         16.00 B
   12.70          0.00 B        2         16.00 B
   12.95          0.00 B        2         16.00 B
   13.13          0.00 B        2         16.00 B
