# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 40

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.26          0.00 B        0          0.00 B
    2.51          0.00 B        3        3.75 MiB
    2.76          0.00 B        4        7.50 MiB
    3.01          0.00 B        4        7.50 MiB
    3.26          0.00 B        4        7.50 MiB
    3.51          0.00 B        7       18.52 MiB
    3.76          0.00 B       11      243.56 MiB
    4.01          0.00 B       11      243.56 MiB
    4.26          0.00 B       10      243.53 MiB
    4.51          0.00 B       11      243.53 MiB
    4.76          0.00 B       13      247.05 MiB
    5.01          0.00 B       20      254.08 MiB
    5.26          0.00 B       10      243.53 MiB
    5.51          0.00 B       10      243.53 MiB
    5.76          0.00 B       11      243.53 MiB
    6.01          0.00 B       12      243.53 MiB
    6.26          0.00 B       12      243.53 MiB
    6.51          0.00 B       12      243.53 MiB
    6.76          0.00 B       12      243.53 MiB
    7.01          0.00 B       12      243.53 MiB
    7.26          0.00 B       12      243.53 MiB
    7.52          0.00 B       12      243.53 MiB
    7.77          0.00 B       12      243.53 MiB
    8.02          0.00 B       12      243.53 MiB
    8.27          0.00 B       12      243.53 MiB
    8.52          0.00 B       12      243.53 MiB
    8.77          0.00 B       12      243.53 MiB
    9.02          0.00 B       12      243.53 MiB
    9.27          0.00 B       12      243.53 MiB
    9.52          0.00 B       12      243.53 MiB
    9.77          0.00 B       12      243.53 MiB
   10.02          0.00 B       12      243.53 MiB
   10.27          0.00 B       12      243.53 MiB
   10.75          0.00 B        2         16.00 B
   11.37          0.00 B        2         16.00 B
   11.63          0.00 B        2         16.00 B
   11.88          0.00 B        2         16.00 B
   12.14          0.00 B        2         16.00 B
   12.39          0.00 B        2         16.00 B
   12.59          0.00 B        2         16.00 B
