# Exciton bandstructure E_S(Q), TDA, LORRAX
# input: /pscratch/sd/j/jackm/lorrax_sandbox/runs/MoS2/04_mos2_12x12_bands_2026-07-18/10_lorrax_exciton_bands_80interp_8v8c/exciton_40_8v8c.in
# window: n_val=8 n_cond=8; n_eig=8; kgrid 12x12x1; vq_mode=interp
# conventions: |v k, c k+Q>; exchange tile at wrap(-Q) keeps G=0 at finite Q (energy_loss); Gamma uses the production q=0 head-body tile; energies in eV
# nodes: 0:Γ 15:M 23:K 39:Γ
# iQ  s_path  Qx  Qy  Qz  mode  E_1..E_neig (eV)
   0 0.000000  0.000000  0.000000  0.000000 interp 1.141460 1.141485 1.144570 1.145357 1.269879 1.269986 1.270337 1.270347
   1 0.254116  0.000000  0.033333  0.000000 interp 1.172585 1.173313 1.180976 1.189247 1.300096 1.300843 1.304847 1.305586
   2 0.508233  0.000000  0.066667  0.000000 interp 1.240354 1.241231 1.254771 1.261107 1.363393 1.364882 1.373865 1.374670
   3 0.762349  0.000000  0.100000  0.000000 interp 1.296619 1.297626 1.309233 1.314935 1.415273 1.419309 1.421852 1.422816
   4 1.016465  0.000000  0.133333  0.000000 interp 1.355814 1.357130 1.372049 1.377070 1.468886 1.474047 1.475599 1.476719
   5 1.270581  0.000000  0.166667  0.000000 interp 1.403938 1.405172 1.413915 1.417823 1.487100 1.487153 1.489143 1.490590
   6 1.524698  0.000000  0.200000  0.000000 interp 1.408540 1.412527 1.414052 1.414608 1.458771 1.461947 1.468980 1.469940
   7 1.778814  0.000000  0.233333  0.000000 interp 1.396947 1.403179 1.405952 1.406201 1.437381 1.442287 1.455529 1.456962
   8 2.032930  0.000000  0.266667  0.000000 interp 1.392714 1.400815 1.401612 1.402011 1.429925 1.434822 1.453581 1.455289
   9 2.287046  0.000000  0.300000  0.000000 interp 1.401932 1.403256 1.403367 1.410246 1.430934 1.434137 1.464123 1.466061
  10 2.541163  0.000000  0.333333  0.000000 interp 1.397441 1.398272 1.414614 1.419338 1.444799 1.447999 1.479484 1.480512
  11 2.795279  0.000000  0.366667  0.000000 interp 1.358158 1.360215 1.389696 1.391878 1.465716 1.467635 1.476382 1.477504
  12 3.049395  0.000000  0.400000  0.000000 interp 1.305044 1.307390 1.345334 1.347194 1.432602 1.436403 1.458010 1.458303
  13 3.303512  0.000000  0.433333  0.000000 interp 1.253925 1.256028 1.300792 1.302697 1.383735 1.386788 1.418947 1.419865
  14 3.557628  0.000000  0.466667  0.000000 interp 1.216517 1.217705 1.267542 1.270149 1.346825 1.348618 1.389584 1.390351
  15 3.811744  0.000000  0.500000  0.000000 interp 1.203254 1.203277 1.255437 1.259011 1.333451 1.334489 1.378991 1.379015
  16 4.086805  0.041662  0.479162  0.000000 interp 1.224012 1.235276 1.276205 1.281050 1.355115 1.364917 1.395917 1.400409
  17 4.361867  0.083325  0.458325  0.000000 interp 1.284040 1.292904 1.320640 1.331540 1.413858 1.418200 1.425307 1.448986
  18 4.636928  0.124988  0.437488  0.000000 interp 1.334054 1.344928 1.354234 1.366924 1.412813 1.432668 1.468272 1.471800
  19 4.911990  0.166650  0.416650  0.000000 interp 1.334822 1.338910 1.349307 1.354418 1.394630 1.400581 1.482712 1.492462
  20 5.187051  0.208312  0.395813  0.000000 interp 1.297509 1.302205 1.310423 1.316571 1.341983 1.342964 1.435249 1.452580
  21 5.462112  0.249975  0.374975  0.000000 interp 1.252285 1.257742 1.269113 1.276927 1.281507 1.293567 1.373576 1.388567
  22 5.737174  0.291637  0.354137  0.000000 interp 1.177085 1.180570 1.246608 1.249520 1.259438 1.269155 1.301683 1.308379
  23 6.012235  0.333300  0.333300  0.000000 interp 1.138183 1.140335 1.234192 1.238096 1.244390 1.254172 1.265750 1.267062
  24 6.287296  0.312469  0.312469  0.000000 interp 1.174861 1.177911 1.247766 1.251140 1.260899 1.269543 1.299120 1.305660
  25 6.562358  0.291637  0.291637  0.000000 interp 1.244752 1.253547 1.271675 1.273942 1.282323 1.290911 1.365518 1.381467
  26 6.837419  0.270806  0.270806  0.000000 interp 1.293414 1.299974 1.305209 1.311505 1.329341 1.337928 1.428173 1.449124
  27 7.112480  0.249975  0.249975  0.000000 interp 1.328822 1.335577 1.340202 1.341997 1.381502 1.397718 1.466730 1.471967
  28 7.387541  0.229144  0.229144  0.000000 interp 1.350366 1.353430 1.354798 1.359213 1.398855 1.424435 1.425797 1.451696
  29 7.662603  0.208312  0.208312  0.000000 interp 1.319850 1.337716 1.347645 1.362334 1.362626 1.368938 1.439997 1.458622
  30 7.937664  0.187481  0.187481  0.000000 interp 1.252778 1.295615 1.334357 1.338143 1.359941 1.365829 1.378211 1.421798
  31 8.212725  0.166650  0.166650  0.000000 interp 1.217076 1.269381 1.329247 1.331232 1.340226 1.361201 1.367691 1.395938
  32 8.487786  0.145819  0.145819  0.000000 interp 1.242765 1.294960 1.345081 1.346779 1.361436 1.373849 1.382210 1.418790
  33 8.762848  0.124988  0.124988  0.000000 interp 1.306346 1.348613 1.367921 1.371794 1.393291 1.404903 1.421574 1.465272
  34 9.037909  0.104156  0.104156  0.000000 interp 1.359947 1.381243 1.405814 1.414736 1.417740 1.437160 1.472593 1.490301
  35 9.312970  0.083325  0.083325  0.000000 interp 1.366061 1.374546 1.389481 1.409898 1.470285 1.474553 1.479293 1.479771
