# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 169

── Peak live HBM  at t=13.71s  ──────────────────────────
bytes_in_use                = 5.25 GiB
device.peak_bytes_in_use    = 9.21 GiB  (cumulative)
sum of jax.live_arrays()    = 16.95 GiB
n live arrays at peak        = 34

Top JAX arrays at peak:
            size  dtype         shape
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
     1012.50 MiB  complex128    (9, 80, 2, 24, 24, 80)
       56.25 MiB  complex128    (9, 640, 640)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 80, 2, 640)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.61          0.00 B        0          0.00 B
    2.86          0.00 B        0          0.00 B
    3.11          0.00 B        0          0.00 B
    3.36          0.00 B        0          0.00 B
    3.61          0.00 B        0          0.00 B
    3.86          0.00 B        0          0.00 B
    4.12          0.00 B        0          0.00 B
    4.41        256.00 B        0          0.00 B
    4.66        512.00 B        2         24.00 B
    4.91        768.00 B        3         40.00 B
    5.16       28.13 MiB        4       28.13 MiB
    5.41      267.19 MiB        5        1.02 GiB
    5.67      267.19 MiB        8        1.02 GiB
    5.92      267.21 MiB       11        1.02 GiB
    6.17      267.21 MiB       16        1.02 GiB
    6.42        1.02 GiB       16        1.02 GiB
    6.67        1.02 GiB       16        1.02 GiB
    6.92        1.02 GiB       16        1.02 GiB
    7.17        1.02 GiB       16        1.02 GiB
    7.42        1.02 GiB       16        1.02 GiB
    7.67       21.08 MiB       16       28.14 MiB
    7.92       49.21 MiB       20       84.39 MiB
    8.17       67.27 MiB       20       84.39 MiB
    8.42       67.27 MiB       20       84.39 MiB
    8.67       77.33 MiB       22      196.89 MiB
    8.92      119.52 MiB       22      196.89 MiB
    9.17       91.39 MiB       25      253.14 MiB
    9.43       91.39 MiB       23      253.14 MiB
    9.68       91.39 MiB       23      253.14 MiB
    9.93       91.39 MiB       23      253.14 MiB
   10.18       91.39 MiB       23      253.14 MiB
   10.43      114.83 MiB       23      253.14 MiB
   10.68      114.83 MiB       23      253.14 MiB
   10.95       63.27 MiB       21      140.64 MiB
   11.20      316.39 MiB       23        1.13 GiB
   11.45      822.64 MiB       25        2.11 GiB
   11.70      822.65 MiB       31        2.11 GiB
   11.95      822.65 MiB       31        2.11 GiB
   12.20      822.65 MiB       31        2.11 GiB
   12.46        2.29 GiB       32        9.04 GiB
   12.71        2.29 GiB       32        9.04 GiB
   12.96        4.26 GiB       31        5.08 GiB
   13.21        1.30 GiB       31        5.08 GiB
   13.46        4.32 GiB       31        5.08 GiB
   13.71        5.25 GiB       34       16.95 GiB
   13.96        5.25 GiB       34       16.95 GiB
   14.21        5.25 GiB       34       16.95 GiB
   14.46        5.25 GiB       34       16.95 GiB
   14.71        5.25 GiB       34       16.95 GiB
   14.96        5.25 GiB       34       16.95 GiB
   15.21        5.25 GiB       34       16.95 GiB
   15.46        5.25 GiB       34       16.95 GiB
   15.71      316.40 MiB       34        1.13 GiB
   15.96      316.40 MiB       34        1.13 GiB
   16.21      316.40 MiB       34        1.13 GiB
   16.46      316.40 MiB       34        1.13 GiB
   16.71      316.40 MiB       34        1.13 GiB
   16.96      316.40 MiB       34        1.13 GiB
   17.21      316.40 MiB       34        1.13 GiB
   17.46      316.40 MiB       34        1.13 GiB
   17.72      316.40 MiB       34        1.13 GiB
   17.97      316.40 MiB       34        1.13 GiB
   18.22      316.40 MiB       34        1.13 GiB
   18.47      316.40 MiB       34        1.13 GiB
   18.72      316.40 MiB       34        1.13 GiB
   18.97      316.40 MiB       34        1.13 GiB
   19.22      316.40 MiB       34        1.13 GiB
   19.47      316.40 MiB       34        1.13 GiB
   19.72      316.40 MiB       34        1.13 GiB
   19.97      316.40 MiB       34        1.13 GiB
   20.22      316.40 MiB       34        1.13 GiB
   20.47      316.40 MiB       34        1.13 GiB
   20.72      316.40 MiB       34        1.13 GiB
   20.97        7.04 MiB       22       14.08 MiB
   21.22        7.04 MiB       23       14.08 MiB
   21.47        7.04 MiB       25       14.08 MiB
   21.72        7.04 MiB       28       14.08 MiB
   21.97        7.04 MiB       27       14.08 MiB
   22.22        7.04 MiB       27       14.08 MiB
   22.47        9.15 MiB       34       16.19 MiB
   22.72        8.10 MiB       42       16.19 MiB
   22.98      535.23 MiB       55      491.83 MiB
   23.23      512.73 MiB       55      446.66 MiB
   23.48      512.65 MiB       55      401.66 MiB
   23.73      460.56 MiB       55      446.66 MiB
   23.98      512.85 MiB       55      469.16 MiB
   24.23      631.25 MiB       55      446.66 MiB
   24.48      460.56 MiB       55      446.66 MiB
   24.73      535.23 MiB       55      491.83 MiB
   24.98      630.78 MiB       55      446.66 MiB
   25.23      535.50 MiB       55      491.83 MiB
   25.48      535.52 MiB       55      491.83 MiB
   25.73      512.64 MiB       55      446.66 MiB
   25.99      631.04 MiB       55      446.66 MiB
   26.24      535.52 MiB       55      491.83 MiB
   26.49       22.34 MiB       46       73.05 MiB
   26.74       36.31 MiB       46      128.86 MiB
   26.99       22.17 MiB       44       72.44 MiB
   27.24       22.17 MiB       45       72.45 MiB
   27.49       22.19 MiB       48       72.47 MiB
   27.74       22.20 MiB       51       72.47 MiB
   27.99       22.21 MiB       55       72.48 MiB
   28.24       22.22 MiB       56       72.49 MiB
   28.49       22.18 MiB       48       72.46 MiB
   28.75       43.27 MiB       48      114.64 MiB
   29.00       43.27 MiB       47      114.64 MiB
   29.25       43.27 MiB       47      114.64 MiB
   29.50       57.33 MiB       49      128.70 MiB
   29.75       43.27 MiB       49      114.64 MiB
   30.00       57.34 MiB       52      170.90 MiB
   30.25       62.25 MiB       52      180.03 MiB
   30.50       71.75 MiB       59      199.03 MiB
   30.75       85.82 MiB       66      255.28 MiB
   31.00      310.82 MiB       66      255.28 MiB
   31.25      226.44 MiB       66      367.78 MiB
   31.50      156.13 MiB       67      367.78 MiB
   31.75      226.44 MiB       66      367.78 MiB
   32.00      113.58 MiB       51      227.14 MiB
   32.25      265.80 MiB       51      227.14 MiB
   32.51      200.42 MiB       52      311.52 MiB
   32.76      170.89 MiB       55      284.28 MiB
   33.01      170.98 MiB       55      284.37 MiB
   33.29      170.71 MiB       53      284.27 MiB
   33.54      170.71 MiB       54      284.27 MiB
   33.79      171.76 MiB       55      285.15 MiB
   34.04      171.76 MiB       55      285.15 MiB
   34.29      172.64 MiB       56      286.03 MiB
   34.54      173.52 MiB       57      286.91 MiB
   34.79      202.53 MiB       73      316.81 MiB
   35.04      371.25 MiB       65      569.92 MiB
   35.29      386.51 MiB       68      629.68 MiB
   35.54      407.60 MiB       69      714.06 MiB
   35.80      415.52 MiB       72      745.70 MiB
   36.05      436.61 MiB       74      830.07 MiB
   36.30      348.57 MiB       65      489.06 MiB
   36.55      370.88 MiB       75      576.96 MiB
   36.80      377.91 MiB       77      605.08 MiB
   37.05      370.88 MiB       80      576.96 MiB
   37.30      370.98 MiB       80      577.06 MiB
   37.55      401.56 MiB       80      613.97 MiB
   37.81      384.06 MiB       88      617.49 MiB
   38.06      384.06 MiB       88      617.49 MiB
   38.31      384.06 MiB       88      617.49 MiB
   38.56      384.50 MiB       90      619.25 MiB
   38.81      389.55 MiB       93      639.46 MiB
   39.06      381.97 MiB       92      621.00 MiB
   39.31      381.97 MiB       92      621.00 MiB
   39.57      385.04 MiB       81      613.97 MiB
   39.82      394.71 MiB       93      652.64 MiB
   40.07      397.73 MiB       93      652.64 MiB
   40.32      395.59 MiB       94      655.28 MiB
   40.57      394.05 MiB       94      655.28 MiB
   40.82      389.34 MiB       79      630.57 MiB
   41.07      434.54 MiB       65      560.25 MiB
   41.32      472.82 MiB       72      598.04 MiB
   41.57      398.50 MiB       64      524.21 MiB
   41.82      401.63 MiB       67      526.85 MiB
   42.07      407.79 MiB       67      526.85 MiB
   42.75        1.07 MiB       40        2.13 MiB
   43.79        1.07 MiB       40        2.13 MiB
   44.28        1.07 MiB       40        2.13 MiB
   44.68        1.07 MiB       40        2.13 MiB
   44.93        1.07 MiB       40        2.13 MiB
   45.18        1.07 MiB       40        2.13 MiB
   45.43        1.07 MiB       40        2.13 MiB
   45.68        1.07 MiB       40        2.13 MiB
   45.93        1.07 MiB       40        2.13 MiB
   46.18        1.07 MiB       40        2.13 MiB
   46.31        1.07 MiB       40        2.13 MiB
