# idx_k idx_b kx ky kz s energy
   0    0  0.00000000  0.00000000  0.00000000  0.00000000 -4.42482039
   0    1  0.00000000  0.00000000  0.00000000  0.00000000 -4.42482039
   0    2  0.00000000  0.00000000  0.00000000  0.00000000 -2.70678923
   0    3  0.00000000  0.00000000  0.00000000  0.00000000 -2.70678923
   0    4  0.00000000  0.00000000  0.00000000  0.00000000 -2.52304234
   0    5  0.00000000  0.00000000  0.00000000  0.00000000 -2.52304234
   0    6  0.00000000  0.00000000  0.00000000  0.00000000 -2.50655237
   0    7  0.00000000  0.00000000  0.00000000  0.00000000 -2.50655237
   0    8  0.00000000  0.00000000  0.00000000  0.00000000 -1.04582076
   0    9  0.00000000  0.00000000  0.00000000  0.00000000 -1.04582076
   0   10  0.00000000  0.00000000  0.00000000  0.00000000 -0.95877459
   0   11  0.00000000  0.00000000  0.00000000  0.00000000 -0.95877459
   0   12  0.00000000  0.00000000  0.00000000  0.00000000 -0.41925708
   0   13  0.00000000  0.00000000  0.00000000  0.00000000 -0.41925708
   0   14  0.00000000  0.00000000  0.00000000  0.00000000 -0.19448891
   0   15  0.00000000  0.00000000  0.00000000  0.00000000 -0.19448891
   0   16  0.00000000  0.00000000  0.00000000  0.00000000 -0.19038367
   0   17  0.00000000  0.00000000  0.00000000  0.00000000 -0.19038367
   0   18  0.00000000  0.00000000  0.00000000  0.00000000 -0.14521811
   0   19  0.00000000  0.00000000  0.00000000  0.00000000 -0.14521811
   0   20  0.00000000  0.00000000  0.00000000  0.00000000 -0.11835631
   0   21  0.00000000  0.00000000  0.00000000  0.00000000 -0.11835631
   0   22  0.00000000  0.00000000  0.00000000  0.00000000 -0.11242544
   0   23  0.00000000  0.00000000  0.00000000  0.00000000 -0.11242544
   0   24  0.00000000  0.00000000  0.00000000  0.00000000 -0.01592059
   0   25  0.00000000  0.00000000  0.00000000  0.00000000 -0.01592059
   0   26  0.00000000  0.00000000  0.00000000  0.00000000  0.19021403
   0   27  0.00000000  0.00000000  0.00000000  0.00000000  0.19021403
   0   28  0.00000000  0.00000000  0.00000000  0.00000000  0.19578218
   0   29  0.00000000  0.00000000  0.00000000  0.00000000  0.19578218
   0   30  0.00000000  0.00000000  0.00000000  0.00000000  0.20851235
   0   31  0.00000000  0.00000000  0.00000000  0.00000000  0.20851235
   0   32  0.00000000  0.00000000  0.00000000  0.00000000  0.20894888
   0   33  0.00000000  0.00000000  0.00000000  0.00000000  0.20894888
   0   34  0.00000000  0.00000000  0.00000000  0.00000000  0.46177729
   0   35  0.00000000  0.00000000  0.00000000  0.00000000  0.46177729
   0   36  0.00000000  0.00000000  0.00000000  0.00000000  0.65292467
   0   37  0.00000000  0.00000000  0.00000000  0.00000000  0.65292467
   0   38  0.00000000  0.00000000  0.00000000  0.00000000  0.67041569
   0   39  0.00000000  0.00000000  0.00000000  0.00000000  0.67041569
   0   40  0.00000000  0.00000000  0.00000000  0.00000000  0.73100839
   0   41  0.00000000  0.00000000  0.00000000  0.00000000  0.73100839
   0   42  0.00000000  0.00000000  0.00000000  0.00000000  0.78317966
   0   43  0.00000000  0.00000000  0.00000000  0.00000000  0.78317966
   0   44  0.00000000  0.00000000  0.00000000  0.00000000  0.78877315
   0   45  0.00000000  0.00000000  0.00000000  0.00000000  0.78877315
   0   46  0.00000000  0.00000000  0.00000000  0.00000000  0.92836566
   0   47  0.00000000  0.00000000  0.00000000  0.00000000  0.92836566
   0   48  0.00000000  0.00000000  0.00000000  0.00000000  0.92964158
   0   49  0.00000000  0.00000000  0.00000000  0.00000000  0.92964158
   0   50  0.00000000  0.00000000  0.00000000  0.00000000  0.94153499
   0   51  0.00000000  0.00000000  0.00000000  0.00000000  0.94153499
   0   52  0.00000000  0.00000000  0.00000000  0.00000000  1.17010287
   0   53  0.00000000  0.00000000  0.00000000  0.00000000  1.17010287
   0   54  0.00000000  0.00000000  0.00000000  0.00000000  1.17118175
   0   55  0.00000000  0.00000000  0.00000000  0.00000000  1.17118175
   0   56  0.00000000  0.00000000  0.00000000  0.00000000  1.17723965
   0   57  0.00000000  0.00000000  0.00000000  0.00000000  1.17723965
   0   58  0.00000000  0.00000000  0.00000000  0.00000000  1.19607249
   0   59  0.00000000  0.00000000  0.00000000  0.00000000  1.19607249
   1    0  0.00000000  0.00833333  0.00000000  0.06352907 -4.42481410
   1    1  0.00000000  0.00833333  0.00000000  0.06352907 -4.42481410
   1    2  0.00000000  0.00833333  0.00000000  0.06352907 -2.70209620
   1    3  0.00000000  0.00833333  0.00000000  0.06352907 -2.70209620
   1    4  0.00000000  0.00833333  0.00000000  0.06352907 -2.52428932
   1    5  0.00000000  0.00833333  0.00000000  0.06352907 -2.52428932
   1    6  0.00000000  0.00833333  0.00000000  0.06352907 -2.50978539
   1    7  0.00000000  0.00833333  0.00000000  0.06352907 -2.50978539
   1    8  0.00000000  0.00833333  0.00000000  0.06352907 -1.04573701
   1    9  0.00000000  0.00833333  0.00000000  0.06352907 -1.04573701
   1   10  0.00000000  0.00833333  0.00000000  0.06352907 -0.95874094
   1   11  0.00000000  0.00833333  0.00000000  0.06352907 -0.95874094
   1   12  0.00000000  0.00833333  0.00000000  0.06352907 -0.41917212
   1   13  0.00000000  0.00833333  0.00000000  0.06352907 -0.41917212
   1   14  0.00000000  0.00833333  0.00000000  0.06352907 -0.19441820
   1   15  0.00000000  0.00833333  0.00000000  0.06352907 -0.19441817
   1   16  0.00000000  0.00833333  0.00000000  0.06352907 -0.19055504
   1   17  0.00000000  0.00833333  0.00000000  0.06352907 -0.19055502
   1   18  0.00000000  0.00833333  0.00000000  0.06352907 -0.14584365
   1   19  0.00000000  0.00833333  0.00000000  0.06352907 -0.14584364
   1   20  0.00000000  0.00833333  0.00000000  0.06352907 -0.11799096
   1   21  0.00000000  0.00833333  0.00000000  0.06352907 -0.11799092
   1   22  0.00000000  0.00833333  0.00000000  0.06352907 -0.11241012
   1   23  0.00000000  0.00833333  0.00000000  0.06352907 -0.11241009
   1   24  0.00000000  0.00833333  0.00000000  0.06352907 -0.01596779
   1   25  0.00000000  0.00833333  0.00000000  0.06352907 -0.01596779
   1   26  0.00000000  0.00833333  0.00000000  0.06352907  0.19040218
   1   27  0.00000000  0.00833333  0.00000000  0.06352907  0.19040220
   1   28  0.00000000  0.00833333  0.00000000  0.06352907  0.19567947
   1   29  0.00000000  0.00833333  0.00000000  0.06352907  0.19567950
   1   30  0.00000000  0.00833333  0.00000000  0.06352907  0.20835186
   1   31  0.00000000  0.00833333  0.00000000  0.06352907  0.20835232
   1   32  0.00000000  0.00833333  0.00000000  0.06352907  0.20880302
   1   33  0.00000000  0.00833333  0.00000000  0.06352907  0.20880349
   1   34  0.00000000  0.00833333  0.00000000  0.06352907  0.46228055
   1   35  0.00000000  0.00833333  0.00000000  0.06352907  0.46228056
   1   36  0.00000000  0.00833333  0.00000000  0.06352907  0.65335118
   1   37  0.00000000  0.00833333  0.00000000  0.06352907  0.65335118
   1   38  0.00000000  0.00833333  0.00000000  0.06352907  0.67049228
   1   39  0.00000000  0.00833333  0.00000000  0.06352907  0.67049228
   1   40  0.00000000  0.00833333  0.00000000  0.06352907  0.73107005
   1   41  0.00000000  0.00833333  0.00000000  0.06352907  0.73107005
   1   42  0.00000000  0.00833333  0.00000000  0.06352907  0.78333950
   1   43  0.00000000  0.00833333  0.00000000  0.06352907  0.78333956
   1   44  0.00000000  0.00833333  0.00000000  0.06352907  0.78872834
   1   45  0.00000000  0.00833333  0.00000000  0.06352907  0.78872840
   1   46  0.00000000  0.00833333  0.00000000  0.06352907  0.92805093
   1   47  0.00000000  0.00833333  0.00000000  0.06352907  0.92805107
   1   48  0.00000000  0.00833333  0.00000000  0.06352907  0.92943905
   1   49  0.00000000  0.00833333  0.00000000  0.06352907  0.92943920
   1   50  0.00000000  0.00833333  0.00000000  0.06352907  0.94132699
   1   51  0.00000000  0.00833333  0.00000000  0.06352907  0.94132700
   1   52  0.00000000  0.00833333  0.00000000  0.06352907  1.16780689
   1   53  0.00000000  0.00833333  0.00000000  0.06352907  1.16780690
   1   54  0.00000000  0.00833333  0.00000000  0.06352907  1.17073624
   1   55  0.00000000  0.00833333  0.00000000  0.06352907  1.17073624
   1   56  0.00000000  0.00833333  0.00000000  0.06352907  1.17714942
   1   57  0.00000000  0.00833333  0.00000000  0.06352907  1.17714943
   1   58  0.00000000  0.00833333  0.00000000  0.06352907  1.19338680
