# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.65124514E+00  -9.04308202E+00   6.08163123E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.15150541E+00   1.21114792E+00   5.96425186E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.26932379E-01  -1.72775364E-01   5.41570155E-02
      2  -4.53864754E-01  -3.45550754E-01   1.08314000E-01
      3  -8.92196693E-01  -5.48634379E-01   3.43562314E-01
      4  -1.33052869E+00  -7.51718090E-01   5.78810597E-01
      5  -1.96668865E+00  -1.00584242E+00   9.60846224E-01
      6  -2.60284867E+00  -1.25996684E+00   1.34288183E+00
      7  -3.49379709E+00  -1.47469968E+00   2.01909740E+00
      8  -4.38474550E+00  -1.68943252E+00   2.69531298E+00
      9  -4.48873682E+00  -2.60333548E+00   1.88540134E+00
     10  -4.59272814E+00  -3.51723841E+00   1.07548973E+00
     11  -4.71468115E+00  -3.93863224E+00   7.76048912E-01
     12  -4.83663418E+00  -4.36002608E+00   4.76608091E-01
     13  -5.04053424E+00  -4.51309697E+00   5.27437264E-01
     14  -5.24443431E+00  -4.66616786E+00   5.78266449E-01
     15  -5.44345618E+00  -4.90258108E+00   5.40875104E-01
     16  -5.64247805E+00  -5.13899427E+00   5.03483780E-01
     17  -5.80645535E+00  -5.30094971E+00   5.05505641E-01
     18  -5.97043263E+00  -5.46290512E+00   5.07527514E-01
     19  -6.12511394E+00  -5.57538675E+00   5.49727186E-01
     20  -6.27979524E+00  -5.68786838E+00   5.91926863E-01
     21  -6.37435466E+00  -5.81208676E+00   5.62267904E-01
     22  -6.46891408E+00  -5.93630513E+00   5.32608955E-01
     23  -6.61896782E+00  -6.04548343E+00   5.73484390E-01
     24  -6.76902156E+00  -6.15466175E+00   6.14359804E-01
     25  -6.84179722E+00  -6.24655519E+00   5.95242030E-01
     26  -6.91457290E+00  -6.33844867E+00   5.76124238E-01
     27  -6.98573763E+00  -6.43032202E+00   5.55415605E-01
     28  -7.05690236E+00  -6.52219538E+00   5.34706981E-01
     29  -7.12154637E+00  -6.59576650E+00   5.25779875E-01
     30  -7.18619040E+00  -6.66933762E+00   5.16852772E-01
     31  -7.27511279E+00  -6.72765740E+00   5.47455386E-01
     32  -7.36403518E+00  -6.78597718E+00   5.78057997E-01
     33  -7.43251007E+00  -6.84779921E+00   5.84710868E-01
     34  -7.50098497E+00  -6.90962122E+00   5.91363744E-01
     35  -7.55904818E+00  -6.95414042E+00   6.04907769E-01
     36  -7.61711140E+00  -6.99865963E+00   6.18451768E-01
     37  -7.66719405E+00  -7.04596360E+00   6.21230457E-01
     38  -7.71727670E+00  -7.09326756E+00   6.24009143E-01
     39  -7.77616748E+00  -7.14740257E+00   6.28764912E-01
     40  -7.83505826E+00  -7.20153759E+00   6.33520674E-01
     41  -7.87396106E+00  -7.24810817E+00   6.25852891E-01
     42  -7.91286386E+00  -7.29467875E+00   6.18185110E-01
     43  -7.95750885E+00  -7.34128407E+00   6.16224779E-01
     44  -8.00215383E+00  -7.38788938E+00   6.14264451E-01
     45  -8.04219083E+00  -7.42487980E+00   6.17311029E-01
     46  -8.08222783E+00  -7.46187021E+00   6.20357616E-01
     47  -8.10865979E+00  -7.48925420E+00   6.19405585E-01
     48  -8.13509175E+00  -7.51663819E+00   6.18453552E-01
     49  -8.18373650E+00  -7.54878313E+00   6.34953379E-01
     50  -8.23238126E+00  -7.58092805E+00   6.51453207E-01
     51  -8.26903112E+00  -7.61014445E+00   6.58886668E-01
     52  -8.30568099E+00  -7.63936086E+00   6.66320127E-01
     53  -8.33873784E+00  -7.66836148E+00   6.70376356E-01
     54  -8.37179469E+00  -7.69736210E+00   6.74432588E-01
     55  -8.39407716E+00  -7.72552849E+00   6.68548672E-01
     56  -8.41635963E+00  -7.75369488E+00   6.62664755E-01
     57  -8.43831513E+00  -7.77354956E+00   6.64765570E-01
     58  -8.46027063E+00  -7.79340424E+00   6.66866387E-01
     59  -8.48000518E+00  -7.81266917E+00   6.67336015E-01
     60  -8.49973974E+00  -7.83193410E+00   6.67805641E-01
# k =  -0.000000  -0.000000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.57502335E+00  -9.20719741E+00   3.67825936E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.11161513E+00   1.24650561E+00   1.34890486E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.53376726E-01  -2.17641295E-01   3.57354304E-02
      2  -5.06751592E-01  -4.35277186E-01   7.14744056E-02
      3  -9.11308481E-01  -7.27681126E-01   1.83627355E-01
      4  -1.31586518E+00  -1.02008421E+00   2.95780971E-01
      5  -1.69917902E+00  -1.21620619E+00   4.82972830E-01
      6  -2.08345937E+00  -1.41232392E+00   6.71135450E-01
      7  -3.24813921E+00  -1.54832741E+00   1.69981180E+00
      8  -4.41417993E+00  -1.68430486E+00   2.72987507E+00
      9  -4.53741730E+00  -2.65543772E+00   1.88197958E+00
     10  -4.66065249E+00  -3.62658279E+00   1.03406970E+00
     11  -4.82660561E+00  -3.83286690E+00   9.93738707E-01
     12  -4.99255612E+00  -4.03917273E+00   9.53383392E-01
     13  -5.21531498E+00  -4.36846324E+00   8.46851741E-01
     14  -5.43758753E+00  -4.69776067E+00   7.39826865E-01
     15  -5.62217474E+00  -4.96533097E+00   6.56843765E-01
     16  -5.80697461E+00  -5.23290392E+00   5.74070686E-01
     17  -5.95646511E+00  -5.37390575E+00   5.82559363E-01
     18  -6.10583824E+00  -5.51493367E+00   5.90904574E-01
     19  -6.25346124E+00  -5.61986948E+00   6.33591755E-01
     20  -6.40097558E+00  -5.72478027E+00   6.76195309E-01
     21  -6.49643028E+00  -5.85685218E+00   6.39578105E-01
     22  -6.59188495E+00  -5.98892151E+00   6.02963440E-01
     23  -6.71336401E+00  -6.10910034E+00   6.04263668E-01
     24  -6.83484298E+00  -6.22926980E+00   6.05573186E-01
     25  -6.90625635E+00  -6.33526031E+00   5.70996036E-01
     26  -6.97766876E+00  -6.44124830E+00   5.36420465E-01
     27  -7.04677335E+00  -6.52801965E+00   5.18753696E-01
     28  -7.11587642E+00  -6.61478673E+00   5.01089696E-01
     29  -7.17859712E+00  -6.67928160E+00   4.99315523E-01
     30  -7.24131782E+00  -6.74377645E+00   4.97541369E-01
     31  -7.32055327E+00  -6.81675761E+00   5.03795653E-01
     32  -7.39978873E+00  -6.88973898E+00   5.10049752E-01
     33  -7.46476527E+00  -6.94862262E+00   5.16142658E-01
     34  -7.52973075E+00  -7.00750724E+00   5.22223506E-01
     35  -7.58301666E+00  -7.06919158E+00   5.13825072E-01
     36  -7.63630039E+00  -7.13087773E+00   5.05422659E-01
     37  -7.68564598E+00  -7.18372657E+00   5.01919413E-01
     38  -7.73496445E+00  -7.23657047E+00   4.98393978E-01
     39  -7.78797576E+00  -7.28452086E+00   5.03454902E-01
     40  -7.84104360E+00  -7.33247262E+00   5.08570983E-01
     41  -7.87788422E+00  -7.37771527E+00   5.00168948E-01
     42  -7.91472529E+00  -7.42295639E+00   4.91768898E-01
     43  -7.95795226E+00  -7.46345827E+00   4.94493993E-01
     44  -8.00117866E+00  -7.50396165E+00   4.97217010E-01
     45  -8.03716483E+00  -7.54225312E+00   4.94911712E-01
     46  -8.07315119E+00  -7.58053950E+00   4.92611693E-01
     47  -8.10012215E+00  -7.61164500E+00   4.88477154E-01
     48  -8.12709283E+00  -7.64275907E+00   4.84333764E-01
     49  -8.16995001E+00  -7.67710631E+00   4.92843709E-01
     50  -8.21280633E+00  -7.71145352E+00   5.01352805E-01
     51  -8.24540297E+00  -7.73848887E+00   5.06914093E-01
     52  -8.27799732E+00  -7.76552440E+00   5.12472921E-01
     53  -8.30894954E+00  -7.79386047E+00   5.15089078E-01
     54  -8.33989543E+00  -7.82219117E+00   5.17704254E-01
     55  -8.36125114E+00  -7.84960867E+00   5.11642475E-01
     56  -8.38261386E+00  -7.87703846E+00   5.05575398E-01
     57  -8.40305679E+00  -7.89872943E+00   5.04327353E-01
     58  -8.42350823E+00  -7.92043542E+00   5.03072815E-01
     59  -8.44345763E+00  -7.94056245E+00   5.02895173E-01
     60  -8.46340822E+00  -7.96069180E+00   5.02716423E-01
# k =  -0.000000  -0.000000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.57851545E+00  -9.19203985E+00   3.86475591E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.08952174E+00   1.20910790E+00   1.19586160E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.72133823E-01  -2.31993035E-01   4.01407879E-02
      2  -5.44267644E-01  -4.63986074E-01   8.02815700E-02
      3  -9.16815872E-01  -7.61286436E-01   1.55529435E-01
      4  -1.28936414E+00  -1.05858680E+00   2.30777334E-01
      5  -1.66143312E+00  -1.27350729E+00   3.87925827E-01
      6  -2.03350214E+00  -1.48842777E+00   5.45074366E-01
      7  -3.27741835E+00  -1.60526362E+00   1.67215472E+00
      8  -4.52133457E+00  -1.72209947E+00   2.79923510E+00
      9  -4.64207359E+00  -2.76355661E+00   1.87851697E+00
