# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 61

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.30          0.00 B        0          0.00 B
    2.55          0.00 B        0          0.00 B
    2.82          0.00 B        4       22.52 KiB
    3.07          0.00 B        4       22.52 KiB
    3.32          0.00 B        5       14.07 MiB
    3.57          0.00 B        5       28.13 MiB
    3.82          0.00 B        7        1.35 GiB
    4.07          0.00 B        9        1.35 GiB
    4.32          0.00 B       12        1.35 GiB
    4.57          0.00 B       17        1.35 GiB
    4.82          0.00 B       17        1.35 GiB
    5.07          0.00 B       17        1.35 GiB
    5.32          0.00 B       17        1.35 GiB
    5.57          0.00 B       17        1.35 GiB
    5.82          0.00 B       19        1.39 GiB
    6.07          0.00 B       15       28.14 MiB
    6.32          0.00 B       15       28.14 MiB
    6.57          0.00 B       15       28.14 MiB
    6.82          0.00 B       15       28.14 MiB
    7.07          0.00 B       15       28.14 MiB
    7.32          0.00 B       15       28.14 MiB
    7.58          0.00 B       19       42.23 MiB
    7.83          0.00 B       22      126.60 MiB
    8.08          0.00 B       22      126.60 MiB
    8.33          0.00 B       20       56.29 MiB
    8.58          0.00 B       30        1.39 GiB
    8.83          0.00 B       31        2.71 GiB
    9.08          0.00 B       31        1.40 GiB
    9.33          0.00 B       31        1.40 GiB
    9.58          0.00 B       32        1.41 GiB
    9.83          0.00 B       38        1.45 GiB
   10.08          0.00 B       26       28.15 MiB
   10.33          0.00 B       25       28.15 MiB
   10.58          0.00 B       27       28.17 MiB
   10.83          0.00 B       28      478.16 MiB
   11.08          0.00 B       28      478.16 MiB
   11.33          0.00 B       28      478.16 MiB
   11.58          0.00 B       28      478.16 MiB
   11.83          0.00 B       39      478.17 MiB
   12.08          0.00 B       38      478.17 MiB
   12.33          0.00 B       42      717.23 MiB
   12.59          0.00 B       44      717.23 MiB
   12.84          0.00 B       46      843.79 MiB
   13.09          0.00 B       47      731.30 MiB
   13.34          0.00 B       48      731.30 MiB
   13.59          0.00 B       48      731.30 MiB
   13.84          0.00 B       48      731.30 MiB
   14.09          0.00 B       50      731.77 MiB
   14.34          0.00 B       51      732.00 MiB
   14.59          0.00 B       52      732.24 MiB
   14.84          0.00 B       53      732.71 MiB
   15.09          0.00 B       53      732.71 MiB
   15.34          0.00 B       56      734.20 MiB
   15.59          0.00 B       56      734.20 MiB
   16.01          0.00 B       18       13.00 KiB
   16.61          0.00 B       18       13.00 KiB
   16.87          0.00 B       18       13.00 KiB
   17.12          0.00 B       18       13.00 KiB
   17.37          0.00 B       18       13.00 KiB
   17.62          0.00 B       18       13.00 KiB
   17.75          0.00 B       18       13.00 KiB
