# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 55

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.65          0.00 B        0          0.00 B
    2.90          0.00 B        0          0.00 B
    3.15          0.00 B        0          0.00 B
    3.40          0.00 B        1      225.00 MiB
    3.67          0.00 B        4      506.28 MiB
    3.92          0.00 B        4      506.28 MiB
    4.17          0.00 B        6      506.28 MiB
    4.42          0.00 B        7      506.28 MiB
    4.67          0.00 B       10      513.78 MiB
    4.92          0.00 B       12      742.30 MiB
    5.17          0.00 B       13      742.30 MiB
    5.42          0.00 B       13      742.30 MiB
    5.67          0.00 B        8      236.04 MiB
    5.92          0.00 B       10      236.04 MiB
    6.17          0.00 B       10      236.04 MiB
    6.42          0.00 B       11      236.05 MiB
    6.67          0.00 B       13      239.18 MiB
    6.94          0.00 B       14      239.18 MiB
    7.19          0.00 B       14      239.18 MiB
    7.44          0.00 B       14      239.18 MiB
    7.69          0.00 B       15      239.18 MiB
    7.94          0.00 B       15      239.18 MiB
    8.19          0.00 B       15      239.18 MiB
    8.44          0.00 B       15      239.18 MiB
    8.69          0.00 B       15      239.18 MiB
    8.94          0.00 B       15      239.18 MiB
    9.19          0.00 B       15      239.18 MiB
    9.44          0.00 B       15      239.18 MiB
    9.69          0.00 B       15      239.18 MiB
    9.94          0.00 B       15      239.18 MiB
   10.19          0.00 B       15      239.18 MiB
   10.44          0.00 B       15      239.18 MiB
   10.69          0.00 B       15      239.18 MiB
   10.94          0.00 B       15      239.18 MiB
   11.19          0.00 B       15      239.18 MiB
   11.44          0.00 B       15      239.18 MiB
   11.69          0.00 B       15      239.18 MiB
   11.95          0.00 B       15      239.18 MiB
   12.20          0.00 B       15      239.18 MiB
   12.45          0.00 B       19      242.63 MiB
   12.70          0.00 B       20      242.63 MiB
   12.95          0.00 B       20      242.63 MiB
   13.20          0.00 B       20      242.63 MiB
   13.45          0.00 B       20      242.63 MiB
   13.70          0.00 B       22      242.94 MiB
   13.95          0.00 B       24      242.94 MiB
   14.20          0.00 B       24      242.94 MiB
   14.45          0.00 B       25      243.25 MiB
   14.70          0.00 B        9      236.35 MiB
   15.08          0.00 B        0          0.00 B
   15.60          0.00 B        0          0.00 B
   16.01          0.00 B        0          0.00 B
   16.26          0.00 B        0          0.00 B
   16.51          0.00 B        0          0.00 B
   16.62          0.00 B        0          0.00 B
