# Generated by LORRAX 0.1.0 at 2026-05-11 19:23:02 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -15.273347              sigCOH=  -13.240616              sigTOT=  -28.513963              VH=  591.957214
n=1   sigSX=  -15.273347              sigCOH=  -13.240616              sigTOT=  -28.513963              VH=  591.957214
n=2   sigSX=  -12.306902+  0.000000i  sigCOH=  -11.941901              sigTOT=  -24.248803+  0.000000i  VH=  587.757575
n=3   sigSX=  -12.306902+  0.000000i  sigCOH=  -11.941901              sigTOT=  -24.248803+  0.000000i  VH=  587.757575
n=4   sigSX=  -12.064004+  0.000000i  sigCOH=  -11.795216              sigTOT=  -23.859220              VH=  576.123451
n=5   sigSX=  -12.064004+  0.000000i  sigCOH=  -11.795216              sigTOT=  -23.859220              VH=  576.123451
n=6   sigSX=  -12.068250              sigCOH=  -11.860103              sigTOT=  -23.928353              VH=  584.447683
n=7   sigSX=  -12.068250              sigCOH=  -11.860103              sigTOT=  -23.928353              VH=  584.447683
n=8   sigSX=   -6.895409              sigCOH=   -9.298918              sigTOT=  -16.194327              VH=  382.235065
n=9   sigSX=   -6.895409              sigCOH=   -9.298918              sigTOT=  -16.194327              VH=  382.235065
n=10  sigSX=   -6.820047              sigCOH=   -9.397036              sigTOT=  -16.217083              VH=  358.713044
n=11  sigSX=   -6.820047              sigCOH=   -9.397036              sigTOT=  -16.217083              VH=  358.713044
n=12  sigSX=   -6.230863              sigCOH=   -8.192359              sigTOT=  -14.423222              VH=  398.269073
n=13  sigSX=   -6.230863              sigCOH=   -8.192359              sigTOT=  -14.423222              VH=  398.269073
n=14  sigSX=   -7.238753              sigCOH=   -8.689856              sigTOT=  -15.928610              VH=  492.379123
n=15  sigSX=   -7.238753              sigCOH=   -8.689856              sigTOT=  -15.928610              VH=  492.379123
n=16  sigSX=   -7.174471              sigCOH=   -8.675913              sigTOT=  -15.850384              VH=  488.018962
n=17  sigSX=   -7.174471              sigCOH=   -8.675913              sigTOT=  -15.850384              VH=  488.018962
n=18  sigSX=   -5.715032              sigCOH=   -7.939843              sigTOT=  -13.654875              VH=  293.850284
n=19  sigSX=   -5.715032              sigCOH=   -7.939843              sigTOT=  -13.654875              VH=  293.850284
n=20  sigSX=   -7.355614              sigCOH=   -8.737752              sigTOT=  -16.093367              VH=  454.951968
n=21  sigSX=   -7.355614              sigCOH=   -8.737752              sigTOT=  -16.093367              VH=  454.951968
n=22  sigSX=   -7.336053              sigCOH=   -8.726428              sigTOT=  -16.062480              VH=  454.133109
n=23  sigSX=   -7.336053              sigCOH=   -8.726428              sigTOT=  -16.062480              VH=  454.133109
n=24  sigSX=   -6.954939              sigCOH=   -8.271952              sigTOT=  -15.226891              VH=  416.256729
n=25  sigSX=   -6.954939              sigCOH=   -8.271952              sigTOT=  -15.226891              VH=  416.256729
n=26  sigSX=   -5.138018              sigCOH=   -8.356677              sigTOT=  -13.494695              VH=  428.961354
n=27  sigSX=   -5.138018              sigCOH=   -8.356677              sigTOT=  -13.494695              VH=  428.961354
n=28  sigSX=   -5.116109              sigCOH=   -8.357551              sigTOT=  -13.473660              VH=  426.399254
n=29  sigSX=   -5.116109              sigCOH=   -8.357551              sigTOT=  -13.473660              VH=  426.399254
n=30  sigSX=   -4.993896              sigCOH=   -8.495096              sigTOT=  -13.488992              VH=  407.907142
n=31  sigSX=   -4.993896              sigCOH=   -8.495096              sigTOT=  -13.488992              VH=  407.907142
n=32  sigSX=   -4.988634              sigCOH=   -8.499203              sigTOT=  -13.487838              VH=  405.913726
n=33  sigSX=   -4.988634              sigCOH=   -8.499203              sigTOT=  -13.487838              VH=  405.913726
n=34  sigSX=   -3.211745              sigCOH=   -6.785548              sigTOT=   -9.997293              VH=  435.124054
n=35  sigSX=   -3.211745              sigCOH=   -6.785548              sigTOT=   -9.997293              VH=  435.124054
n=36  sigSX=   -3.138371              sigCOH=   -6.482648              sigTOT=   -9.621019              VH=  328.929770
n=37  sigSX=   -3.138371              sigCOH=   -6.482648              sigTOT=   -9.621019              VH=  328.929770
n=38  sigSX=   -2.187161              sigCOH=   -4.947878              sigTOT=   -7.135039              VH=  146.721716
n=39  sigSX=   -2.187161              sigCOH=   -4.947878              sigTOT=   -7.135039              VH=  146.721716
n=40  sigSX=   -1.366827              sigCOH=   -4.239126              sigTOT=   -5.605953              VH=   45.115741
n=41  sigSX=   -1.366827              sigCOH=   -4.239126              sigTOT=   -5.605953              VH=   45.115741
n=42  sigSX=   -3.250418              sigCOH=   -6.361432              sigTOT=   -9.611850              VH=  367.748498
n=43  sigSX=   -3.250418              sigCOH=   -6.361432              sigTOT=   -9.611850              VH=  367.748498
n=44  sigSX=   -3.243494              sigCOH=   -6.358710              sigTOT=   -9.602204              VH=  365.796427
