# Generated by LORRAX 0.1.0 at 2026-05-14 06:47:07 UTC
# Sigma frequency debug decomposition (per-(k, n) diagonals; all energies in eV).
# k               	n               	E_dft           	Edft-Ef         	kin_ion         	V_H             	x_bare          	x_head          	sex_0           	coh_0           	sex_head        	coh_head        	eqp0            	eqp1            

k-point 0:
               0	               0	      -65.372253	      -65.372253	      +29.046455	     +586.888067	      -40.027912	       -3.563713	      -15.328592	      -13.417369	       -0.740123	       -1.411795	     +547.160649	     +547.160649
               0	               1	      -65.372253	      -65.372253	      +29.046455	     +586.888067	      -40.027912	       -3.563713	      -15.328592	      -13.417369	       -0.740123	       -1.411795	     +547.160649	     +547.160649
               0	               2	      -41.997239	      -41.997239	      +51.436583	     +584.957099	      -33.868926	       -3.563713	      -12.375938	      -12.147253	       -0.740123	       -1.411795	     +578.001564	     +578.001564
               0	               3	      -41.997239	      -41.997239	      +51.436583	     +584.957099	      -33.868926	       -3.563713	      -12.375938	      -12.147253	       -0.740123	       -1.411795	     +578.001564	     +578.001564
               0	               4	      -39.497235	      -39.497235	      +48.363182	     +579.024135	      -33.354519	       -3.563713	      -12.136190	      -12.015056	       -0.740123	       -1.411795	     +569.881552	     +569.881552
               0	               5	      -39.497235	      -39.497235	      +48.363182	     +579.024135	      -33.354519	       -3.563713	      -12.136190	      -12.015056	       -0.740123	       -1.411795	     +569.881552	     +569.881552
               0	               6	      -39.272877	      -39.272877	      +49.569632	     +589.368972	      -33.492964	       -3.563713	      -12.183430	      -12.090407	       -0.740123	       -1.411795	     +581.171803	     +581.171803
               0	               7	      -39.272877	      -39.272877	      +49.569632	     +589.368972	      -33.492964	       -3.563713	      -12.183430	      -12.090407	       -0.740123	       -1.411795	     +581.171803	     +581.171803
               0	               8	      -19.398604	      -19.398604	       +9.477705	     +386.206781	      -22.470746	       -3.563713	       -7.001864	       -9.507654	       -0.740123	       -1.411795	     +356.704221	     +356.704221
               0	               9	      -19.398604	      -19.398604	       +9.477705	     +386.206781	      -22.470746	       -3.563713	       -7.001864	       -9.507654	       -0.740123	       -1.411795	     +356.704221	     +356.704221
               0	              10	      -18.214280	      -18.214280	      +12.284206	     +355.332755	      -22.259576	       -3.563713	       -6.908909	       -9.617603	       -0.740123	       -1.411795	     +328.830872	     +328.830872
               0	              11	      -18.214280	      -18.214280	      +12.284206	     +355.332755	      -22.259576	       -3.563713	       -6.908909	       -9.617603	       -0.740123	       -1.411795	     +328.830872	     +328.830872
               0	              12	      -10.873768	      -10.873768	      +18.868760	     +394.732161	      -18.150188	       -3.563713	       -6.266385	       -8.429898	       -0.740123	       -1.411795	     +380.754449	     +380.754449
               0	              13	      -10.873768	      -10.873768	      +18.868760	     +394.732161	      -18.150188	       -3.563713	       -6.266385	       -8.429898	       -0.740123	       -1.411795	     +380.754449	     +380.754449
               0	              14	       -7.815640	       -7.815640	      +37.835671	     +494.042902	      -19.046127	       -3.563713	       -7.317452	       -8.876232	       -0.740123	       -1.411795	     +496.638761	     +496.638761
               0	              15	       -7.815640	       -7.815640	      +37.835671	     +494.042902	      -19.046127	       -3.563713	       -7.317452	       -8.876232	       -0.740123	       -1.411795	     +496.638761	     +496.638761
               0	              16	       -7.759785	       -7.759785	      +36.901147	     +489.243671	      -18.960347	       -3.563713	       -7.252032	       -8.859580	       -0.740123	       -1.411795	     +491.072859	     +491.072859
               0	              17	       -7.759785	       -7.759785	      +36.901147	     +489.243671	      -18.960347	       -3.563713	       -7.252032	       -8.859580	       -0.740123	       -1.411795	     +491.072859	     +491.072859
               0	              18	       -7.145276	       -7.145276	      +20.749566	     +302.039962	      -16.532541	       -3.563713	       -5.754751	       -8.212657	       -0.740123	       -1.411795	     +292.289577	     +292.289577
